site_specific	S	new_grp	mean	sd
1219	Hp	Actinomyces gerencseriae	Post-Tx-offIS-24M	0.180387189467306	0.00765182755046549
1220	Hp	Actinomyces gerencseriae	Pre-Tx	0	0
1221	Hp	Actinomyces ihuae	Post-Tx-onIS-2M	0.148192033275644	0
1222	Hp	Actinomyces ihuae	Post-Tx-onIS-3M	0.274357219965651	0
1223	Hp	Actinomyces ihuae	Pre-Tx	0	0
1224	Hp	Actinomyces massiliensis	Post-Tx-offIS-12M	0.617005172253904	0
1225	Hp	Actinomyces massiliensis	Post-Tx-onIS-3M	0.300726308385903	0
1226	Hp	Actinomyces massiliensis	Post-Tx-onIS-6M	1.2031729938128	0
1227	Hp	Actinomyces massiliensis	Pre-Tx	0	0
1228	Hp	Actinomyces naeslundii	Post-Tx-offIS-12M	0.323516134486212	0.353443724597715
1229	Hp	Actinomyces naeslundii	Post-Tx-offIS-24M	0.164585869797286	0.395708706501517
1230	Hp	Actinomyces naeslundii	Post-Tx-onIS-2M	0.343134898608854	0
1231	Hp	Actinomyces naeslundii	Post-Tx-onIS-6M	0.463959325845745	0.928337515007015
1232	Hp	Actinomyces naeslundii	Pre-Tx	0	0
1233	Hp	Actinomyces oris	Post-Tx-onIS-2M	0.769379728984684	0
1234	Hp	Actinomyces oris	Post-Tx-onIS-3M	0.633795282833339	0
1235	Hp	Actinomyces oris	Pre-Tx	0	0
1236	Hp	Actinomyces viscosus	Post-Tx-offIS-12M	0.121183449598678	0
1237	Hp	Actinomyces viscosus	Pre-Tx	0	0
1238	Hp	Actinotignum NA	Post-Tx-onIS-3M	0.999003663937631	0
1239	Hp	Actinotignum NA	Pre-Tx	0	0
1240	Hp	Alloprevotella NA	Post-Tx-offIS-12M	-0.701029645618338	0.466759888692485
1241	Hp	Alloprevotella NA	Post-Tx-offIS-24M	0.753516510243243	1.18445672750838
1242	Hp	Alloprevotella NA	Post-Tx-onIS-2M	0.186264716368852	0
1243	Hp	Alloprevotella NA	Post-Tx-onIS-3M	-0.43854088099258	0.561812648051271
1244	Hp	Alloprevotella NA	Post-Tx-onIS-6M	-0.701029645618338	0.466759888692485
1245	Hp	Alloprevotella NA	Pre-Tx	0	0
1246	Hp	Anaerococcus NA	Post-Tx-offIS-12M	-0.201104240166602	0.438865357116212
1247	Hp	Anaerococcus NA	Post-Tx-offIS-24M	-0.243142586726273	0.216688691005986
1248	Hp	Anaerococcus NA	Post-Tx-onIS-1M	-0.165679940924418	0
1249	Hp	Anaerococcus NA	Post-Tx-onIS-2M	-0.230815856150386	0.813506398883601
1250	Hp	Anaerococcus NA	Post-Tx-onIS-3M	0.37701893166684	1.09722785789045
1251	Hp	Anaerococcus NA	Post-Tx-onIS-6M	-0.535724905711337	0.382299885704213
1252	Hp	Anaerococcus NA	Pre-Tx	0	0
1253	Hp	Anaerococcus octavius	Post-Tx-offIS-12M	0.00103694783867329	0.253907740590024
1254	Hp	Anaerococcus octavius	Post-Tx-offIS-24M	0.046371265388101	0.232723400673391
1255	Hp	Anaerococcus octavius	Post-Tx-onIS-3M	0.0841907266049988	0
1256	Hp	Anaerococcus octavius	Post-Tx-onIS-6M	0.144584213146653	0.0495714757746479
1257	Hp	Anaerococcus octavius	Pre-Tx	0	0
1258	Hp	Atopobium NA	Post-Tx-offIS-12M	-0.153066237520325	0.379259699596612
1259	Hp	Atopobium NA	Post-Tx-offIS-24M	0.0262085118257866	0.155657740198844
1260	Hp	Atopobium NA	Post-Tx-onIS-2M	0.304635579552393	0
1261	Hp	Atopobium NA	Post-Tx-onIS-3M	0.156444399667404	0.287184267160954
1262	Hp	Atopobium NA	Post-Tx-onIS-6M	0.0205130758010566	0.600207721842838
1263	Hp	Atopobium NA	Pre-Tx	0	0
1264	Hp	Atopobium parvulum	Post-Tx-offIS-12M	0.653170293925809	0
1265	Hp	Atopobium parvulum	Post-Tx-offIS-24M	0.994285976269168	0.606479236981069
1266	Hp	Atopobium parvulum	Post-Tx-onIS-1M	-0.0906932201588418	0
1267	Hp	Atopobium parvulum	Post-Tx-onIS-2M	-0.0906932201588418	0
1268	Hp	Atopobium parvulum	Post-Tx-onIS-3M	0.232721976725916	0.457378157711989
1269	Hp	Atopobium parvulum	Pre-Tx	0	0
1270	Hp	Atopobium vaginae	Post-Tx-offIS-12M	0.15759133303978	0
1271	Hp	Atopobium vaginae	Post-Tx-offIS-24M	0.675532704143704	0
1272	Hp	Atopobium vaginae	Post-Tx-onIS-3M	0.143353137159445	0
1273	Hp	Atopobium vaginae	Pre-Tx	0	0
1274	Hp	Bacillus NA	Post-Tx-offIS-12M	0.177809862272338	0.157278345153852
1275	Hp	Bacillus NA	Post-Tx-onIS-3M	0.383354705653049	0
1276	Hp	Bacillus NA	Pre-Tx	0	0
1277	Hp	Bacteroides NA	Post-Tx-onIS-1M	-0.229605642388429	0
1278	Hp	Bacteroides NA	Post-Tx-onIS-2M	-0.081413609112785	0
1279	Hp	Bacteroides NA	Post-Tx-onIS-3M	-0.00932820350117629	0
1280	Hp	Bacteroides NA	Pre-Tx	0	0
1281	Hp	Bacteroides vulgatus	Post-Tx-offIS-12M	-0.170081617636617	0
1282	Hp	Bacteroides vulgatus	Post-Tx-offIS-24M	0.50071663559223	0
1283	Hp	Bacteroides vulgatus	Post-Tx-onIS-1M	-0.33468902270978	0
1284	Hp	Bacteroides vulgatus	Post-Tx-onIS-2M	-0.254302586287864	0
1285	Hp	Bacteroides vulgatus	Post-Tx-onIS-3M	0.0704029164157318	0
1286	Hp	Bacteroides vulgatus	Pre-Tx	0	0
1287	Hp	Brachybacterium muris	Post-Tx-offIS-12M	0.121183449598678	0
1288	Hp	Brachybacterium muris	Pre-Tx	0	0
1289	Hp	Bradyrhizobium NA	Post-Tx-offIS-12M	-0.190368504972912	0.332812518606309
1290	Hp	Bradyrhizobium NA	Post-Tx-offIS-24M	-0.361493879637704	0.214067704143239
1291	Hp	Bradyrhizobium NA	Post-Tx-onIS-1M	-0.0906932201588418	0
1292	Hp	Bradyrhizobium NA	Post-Tx-onIS-2M	-0.0906932201588418	0
1293	Hp	Bradyrhizobium NA	Post-Tx-onIS-3M	0.0709884882321319	0.228652464794167
1294	Hp	Bradyrhizobium NA	Post-Tx-onIS-6M	0.0809877857588818	0
1295	Hp	Bradyrhizobium NA	Pre-Tx	0	0
1296	Hp	Brevibacterium paucivorans	Post-Tx-offIS-12M	0.0768202863115966	0.262991781552531
1297	Hp	Brevibacterium paucivorans	Post-Tx-offIS-24M	-0.54783385292661	0
1298	Hp	Brevibacterium paucivorans	Pre-Tx	0	0
1299	Hp	Brevundimonas NA	Post-Tx-offIS-24M	0.130024871950935	0
1300	Hp	Brevundimonas NA	Pre-Tx	0	0
1301	Hp	Brevundimonas diminuta	Post-Tx-offIS-12M	0.177558940777473	0.0618403382491949
1302	Hp	Brevundimonas diminuta	Post-Tx-offIS-24M	0.564577607093691	0.3166589238889
1303	Hp	Brevundimonas diminuta	Post-Tx-onIS-3M	0.0864366482589371	0
1304	Hp	Brevundimonas diminuta	Pre-Tx	0	0
1305	Hp	Brevundimonas vesicularis	Post-Tx-offIS-24M	0.229958218300962	0
1306	Hp	Brevundimonas vesicularis	Pre-Tx	0	0
1307	Hp	Brochothrix thermosphacta	Post-Tx-offIS-12M	0.743264941725259	0.86987650920289
1308	Hp	Brochothrix thermosphacta	Post-Tx-offIS-24M	0.437202086435474	0
1309	Hp	Brochothrix thermosphacta	Post-Tx-onIS-6M	0.0990406525157045	0
1310	Hp	Brochothrix thermosphacta	Pre-Tx	0	0
1311	Hp	Bulleidia NA	Post-Tx-onIS-3M	0.894921279083279	0
1312	Hp	Bulleidia NA	Pre-Tx	0	0
1313	Hp	Campylobacter ureolyticus	Post-Tx-offIS-24M	1.03488355742045	0.58163928602626
1314	Hp	Campylobacter ureolyticus	Pre-Tx	0	0
1315	Hp	Capnocytophaga NA	Post-Tx-offIS-12M	0.115857389033184	0.480111732836322
1316	Hp	Capnocytophaga NA	Post-Tx-offIS-24M	-0.0624215745400577	0.327340146919892
1317	Hp	Capnocytophaga NA	Post-Tx-onIS-1M	-1.19397975568662	0
1318	Hp	Capnocytophaga NA	Post-Tx-onIS-2M	0.0627914881948546	0.366410112970113
1319	Hp	Capnocytophaga NA	Post-Tx-onIS-3M	-0.267811765483444	0.111699347001529
1320	Hp	Capnocytophaga NA	Post-Tx-onIS-6M	-0.392368684287274	0.109195728720236
1321	Hp	Capnocytophaga NA	Pre-Tx	0	0
1322	Hp	Capnocytophaga sputigena	Post-Tx-offIS-12M	0.0291842810461435	0.333976369689187
1323	Hp	Capnocytophaga sputigena	Post-Tx-offIS-24M	0.282313750877426	0.10460539954268
1324	Hp	Capnocytophaga sputigena	Post-Tx-onIS-2M	-0.0193438156925744	0
1325	Hp	Capnocytophaga sputigena	Post-Tx-onIS-3M	0.0866832193265373	0.0801433663778666
1326	Hp	Capnocytophaga sputigena	Post-Tx-onIS-6M	0.0627048180442175	0.3067696837613
1327	Hp	Capnocytophaga sputigena	Pre-Tx	0	0
1328	Hp	Cardiobacterium hominis	Post-Tx-offIS-24M	0.23984764599804	0
1329	Hp	Cardiobacterium hominis	Pre-Tx	0	0
1330	Hp	Corynebacterium NA	Post-Tx-offIS-12M	0.0131387491820619	0.42200358841355
1331	Hp	Corynebacterium NA	Post-Tx-offIS-24M	0.0922059331736252	0.208151163288514
1332	Hp	Corynebacterium NA	Post-Tx-onIS-1M	-0.699207325379185	0
1333	Hp	Corynebacterium NA	Post-Tx-onIS-2M	-0.108605678941675	0.728553088287435
1334	Hp	Corynebacterium NA	Post-Tx-onIS-3M	0.259603438730941	0.83689013277924
1335	Hp	Corynebacterium NA	Post-Tx-onIS-6M	0.492482391112618	0.368218757126097
1336	Hp	Corynebacterium NA	Pre-Tx	0	0
1337	Hp	Corynebacterium fournieri	Post-Tx-offIS-12M	0.142379522272876	0.35316477699283
1338	Hp	Corynebacterium fournieri	Post-Tx-offIS-24M	0.181956840191104	0.396510908248633
1339	Hp	Corynebacterium fournieri	Post-Tx-onIS-6M	0.370546430063398	0.0908056734666505
1340	Hp	Corynebacterium fournieri	Pre-Tx	0	0
1341	Hp	Corynebacterium glucuronolyticum	Post-Tx-offIS-12M	-0.0639448551724108	0
1342	Hp	Corynebacterium glucuronolyticum	Post-Tx-onIS-3M	-0.295387654371101	0
1343	Hp	Corynebacterium glucuronolyticum	Post-Tx-onIS-6M	-0.295387654371101	0
1344	Hp	Corynebacterium glucuronolyticum	Pre-Tx	0	0
1345	Hp	Corynebacterium gottingense	Post-Tx-offIS-12M	0.319600896359814	0.1662152024315
1346	Hp	Corynebacterium gottingense	Post-Tx-offIS-24M	0.485371246186484	0.171892893625088
1347	Hp	Corynebacterium gottingense	Post-Tx-onIS-3M	0.209918035001191	0
1348	Hp	Corynebacterium gottingense	Pre-Tx	0	0
1349	Hp	Corynebacterium hadale	Post-Tx-offIS-12M	0.555561927793206	0.668943947534223
1350	Hp	Corynebacterium hadale	Post-Tx-offIS-24M	0.160577383276482	0.112105080633706
1351	Hp	Corynebacterium hadale	Post-Tx-onIS-3M	0.143353137159445	0
1352	Hp	Corynebacterium hadale	Post-Tx-onIS-6M	0.179636539820331	0
1353	Hp	Corynebacterium hadale	Pre-Tx	0	0
1354	Hp	Corynebacterium haemomassiliense	Post-Tx-offIS-12M	0.17689162270369	0.63103435993828
1355	Hp	Corynebacterium haemomassiliense	Post-Tx-offIS-24M	0.207706336053304	0.49750920788452
1356	Hp	Corynebacterium haemomassiliense	Post-Tx-onIS-1M	-0.628519432538583	0
1357	Hp	Corynebacterium haemomassiliense	Post-Tx-onIS-2M	-0.628519432538583	0
1358	Hp	Corynebacterium haemomassiliense	Post-Tx-onIS-3M	0.308527485710673	0.569531321748671
1359	Hp	Corynebacterium haemomassiliense	Post-Tx-onIS-6M	0.358075342331997	0
1360	Hp	Corynebacterium haemomassiliense	Pre-Tx	0	0
1361	Hp	Corynebacterium jeikeium	Post-Tx-offIS-12M	-0.357731790101826	0.632027846251742
1362	Hp	Corynebacterium jeikeium	Post-Tx-offIS-24M	-0.0216469275980797	0.359114758473274
1363	Hp	Corynebacterium jeikeium	Post-Tx-onIS-3M	-0.669121537044977	0.800169047138233
1364	Hp	Corynebacterium jeikeium	Post-Tx-onIS-6M	-0.764805985966247	0.634633285832938
1365	Hp	Corynebacterium jeikeium	Pre-Tx	0	0
1366	Hp	Corynebacterium kroppenstedtii	Post-Tx-offIS-12M	0.213423819207649	0.362091226583487
1367	Hp	Corynebacterium kroppenstedtii	Post-Tx-offIS-24M	-0.0769127512519798	0.302894749364132
1368	Hp	Corynebacterium kroppenstedtii	Post-Tx-onIS-3M	0.462328181302316	0.523578227344123
1369	Hp	Corynebacterium kroppenstedtii	Post-Tx-onIS-6M	0.198448740174352	0.152577213627518
1370	Hp	Corynebacterium kroppenstedtii	Pre-Tx	0	0
1371	Hp	Corynebacterium lujinxingii	Post-Tx-onIS-3M	0.255002571344848	0
1372	Hp	Corynebacterium lujinxingii	Pre-Tx	0	0
1373	Hp	Corynebacterium mucifaciens	Post-Tx-offIS-12M	-0.440998338154166	0.293442098809031
1374	Hp	Corynebacterium mucifaciens	Post-Tx-offIS-24M	-0.349629138978026	0.620066373890317
1375	Hp	Corynebacterium mucifaciens	Post-Tx-onIS-3M	0.20727243010681	0.16287492484218
1376	Hp	Corynebacterium mucifaciens	Pre-Tx	0	0
1377	Hp	Corynebacterium pseudodiphtheriticum	Post-Tx-offIS-12M	0.0619876039879643	0.974348680718196
1378	Hp	Corynebacterium pseudodiphtheriticum	Post-Tx-offIS-24M	0.506717920272479	0
1379	Hp	Corynebacterium pseudodiphtheriticum	Post-Tx-onIS-1M	-0.229605642388429	0
1380	Hp	Corynebacterium pseudodiphtheriticum	Post-Tx-onIS-2M	-0.495052779127446	0.740943368511814
1381	Hp	Corynebacterium pseudodiphtheriticum	Post-Tx-onIS-3M	-0.0469506498121033	1.0404041003839
1382	Hp	Corynebacterium pseudodiphtheriticum	Post-Tx-onIS-6M	-0.505840087292546	0.725687811003231
1383	Hp	Corynebacterium pseudodiphtheriticum	Pre-Tx	0	0
1384	Hp	Corynebacterium pyruviciproducens	Post-Tx-offIS-12M	0.217947830724272	0.398404048972932
1385	Hp	Corynebacterium pyruviciproducens	Post-Tx-offIS-24M	-0.0561599562275358	0.274485779809917
1386	Hp	Corynebacterium pyruviciproducens	Post-Tx-onIS-1M	-0.0906932201588418	0
1387	Hp	Corynebacterium pyruviciproducens	Post-Tx-onIS-2M	0.213942359393551	0
1388	Hp	Corynebacterium pyruviciproducens	Post-Tx-onIS-3M	0.024500327441812	0.409978237004599
1389	Hp	Corynebacterium pyruviciproducens	Post-Tx-onIS-6M	-0.265398064083046	0
1390	Hp	Corynebacterium pyruviciproducens	Pre-Tx	0	0
1391	Hp	Corynebacterium sanguinis	Post-Tx-offIS-12M	-0.22669421827488	0.446860416165915
1392	Hp	Corynebacterium sanguinis	Post-Tx-offIS-24M	-0.388175294894028	0.621432135300955
1393	Hp	Corynebacterium sanguinis	Post-Tx-onIS-3M	0.00695603807536575	0.112402556867296
1394	Hp	Corynebacterium sanguinis	Pre-Tx	0	0
1395	Hp	Corynebacterium simulans	Post-Tx-offIS-12M	-0.473695340816453	0.534535675645869
1396	Hp	Corynebacterium simulans	Post-Tx-offIS-24M	-1.10804486864731	0.685073868674859
1397	Hp	Corynebacterium simulans	Post-Tx-onIS-2M	-0.480623648555733	0
1398	Hp	Corynebacterium simulans	Post-Tx-onIS-3M	-0.238829227650858	1.14038244736226
1399	Hp	Corynebacterium simulans	Post-Tx-onIS-6M	-0.546628263742662	0.795792039437676
1400	Hp	Corynebacterium simulans	Pre-Tx	0	0
1401	Hp	Corynebacterium singulare	Post-Tx-offIS-12M	0.407274018622425	0.160068119194912
1402	Hp	Corynebacterium singulare	Post-Tx-offIS-24M	0.214717378407815	0
1403	Hp	Corynebacterium singulare	Pre-Tx	0	0
1404	Hp	Corynebacterium striatum	Post-Tx-offIS-12M	-0.888198722222876	0.702918408618838
1405	Hp	Corynebacterium striatum	Post-Tx-offIS-24M	1.08341960476057	1.97821555641803
1406	Hp	Corynebacterium striatum	Post-Tx-onIS-1M	-0.285317901286391	0
1407	Hp	Corynebacterium striatum	Post-Tx-onIS-2M	-0.835277498432252	0.77776032104092
1408	Hp	Corynebacterium striatum	Post-Tx-onIS-3M	-0.581109374476156	0.603502648701177
1409	Hp	Corynebacterium striatum	Post-Tx-onIS-6M	-0.818943317914443	0.511308202227769
1410	Hp	Corynebacterium striatum	Pre-Tx	0	0
1411	Hp	Corynebacterium sundsvallense	Post-Tx-offIS-12M	-0.133023726198159	0.446363389881178
1412	Hp	Corynebacterium sundsvallense	Post-Tx-offIS-24M	-0.648423991466167	0
1413	Hp	Corynebacterium sundsvallense	Post-Tx-onIS-1M	-0.0906932201588418	0
1414	Hp	Corynebacterium sundsvallense	Post-Tx-onIS-2M	-0.0906932201588418	0
1415	Hp	Corynebacterium sundsvallense	Post-Tx-onIS-3M	-0.0906932201588418	0
1416	Hp	Corynebacterium sundsvallense	Pre-Tx	0	0
1417	Hp	Corynebacterium thomssenii	Post-Tx-offIS-24M	0.154225596932272	0
1418	Hp	Corynebacterium thomssenii	Pre-Tx	0	0
1419	Hp	Corynebacterium tuberculostearicum	Post-Tx-offIS-12M	-0.354224767987433	0.538509256530455
1420	Hp	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	-0.261688155121987	0.302621873678292
1421	Hp	Corynebacterium tuberculostearicum	Post-Tx-onIS-1M	-0.716972276554696	0
1422	Hp	Corynebacterium tuberculostearicum	Post-Tx-onIS-2M	-0.602074460728814	0.653838824258259
1423	Hp	Corynebacterium tuberculostearicum	Post-Tx-onIS-3M	-0.641648687383771	0.547562831416163
1424	Hp	Corynebacterium tuberculostearicum	Post-Tx-onIS-6M	-0.563971805934344	0.427457026475766
1425	Hp	Corynebacterium tuberculostearicum	Pre-Tx	0	0
1426	Hp	Corynebacterium vitaeruminis	Post-Tx-offIS-12M	-0.26254225137046	0.468919032070408
1427	Hp	Corynebacterium vitaeruminis	Post-Tx-offIS-24M	-0.183341618871158	0.519308265152266
1428	Hp	Corynebacterium vitaeruminis	Post-Tx-onIS-6M	-0.140565029818789	0.338853605579101
1429	Hp	Corynebacterium vitaeruminis	Pre-Tx	0	0
1430	Hp	Curtobacterium NA	Post-Tx-onIS-6M	0.0990406525157045	0
1431	Hp	Curtobacterium NA	Pre-Tx	0	0
1432	Hp	Cutibacterium NA	Post-Tx-onIS-1M	-0.714347672376957	0
1433	Hp	Cutibacterium NA	Post-Tx-onIS-2M	-0.566155639101312	0
1434	Hp	Cutibacterium NA	Post-Tx-onIS-3M	0.0684805309457157	0
1435	Hp	Cutibacterium NA	Pre-Tx	0	0
1436	Hp	Cutibacterium acnes	Post-Tx-offIS-12M	0.361770450091667	0.475717639106666
1437	Hp	Cutibacterium acnes	Post-Tx-offIS-24M	0.229223102991274	0.310915198454949
1438	Hp	Cutibacterium acnes	Post-Tx-onIS-1M	-1.31384274833133	0
1439	Hp	Cutibacterium acnes	Post-Tx-onIS-2M	-0.747030477552445	0.304180787243963
1440	Hp	Cutibacterium acnes	Post-Tx-onIS-3M	0.211123257076417	0.856726954879142
1441	Hp	Cutibacterium acnes	Post-Tx-onIS-6M	0.418368459491105	0.767275694249491
1442	Hp	Cutibacterium acnes	Pre-Tx	0	0
1443	Hp	Cutibacterium granulosum	Post-Tx-offIS-12M	-0.00319237533407857	0.361544051244115
1444	Hp	Cutibacterium granulosum	Post-Tx-offIS-24M	0.170403038331938	0.23731310618228
1445	Hp	Cutibacterium granulosum	Post-Tx-onIS-1M	-0.33468902270978	0
1446	Hp	Cutibacterium granulosum	Post-Tx-onIS-2M	-0.190279016396906	0.0905430008513351
1447	Hp	Cutibacterium granulosum	Post-Tx-onIS-3M	0.0624416088670684	0.151569841807816
1448	Hp	Cutibacterium granulosum	Post-Tx-onIS-6M	0.166221512141689	0.238700649864462
1449	Hp	Cutibacterium granulosum	Pre-Tx	0	0
1450	Hp	Cutibacterium namnetense	Post-Tx-offIS-12M	0.204592879922203	0.322851488294906
1451	Hp	Cutibacterium namnetense	Post-Tx-offIS-24M	0.477452527877776	0.908896279535345
1452	Hp	Cutibacterium namnetense	Post-Tx-onIS-2M	-0.56809082756017	0
1453	Hp	Cutibacterium namnetense	Post-Tx-onIS-3M	-0.0757993166046074	0.64583910276859
1454	Hp	Cutibacterium namnetense	Post-Tx-onIS-6M	-0.876700587702122	0.436440108273455
1455	Hp	Cutibacterium namnetense	Pre-Tx	0	0
1456	Hp	Dermabacter jinjuensis	Post-Tx-offIS-12M	-0.457040429917315	0.392421853798213
1457	Hp	Dermabacter jinjuensis	Post-Tx-offIS-24M	-0.700789789768831	0.485421164944052
1458	Hp	Dermabacter jinjuensis	Post-Tx-onIS-2M	-0.223953573519402	0
1459	Hp	Dermabacter jinjuensis	Post-Tx-onIS-3M	-0.138667237645279	0.212605640105713
1460	Hp	Dermabacter jinjuensis	Post-Tx-onIS-6M	-0.261375777479006	0.0358389414577541
1461	Hp	Dermabacter jinjuensis	Pre-Tx	0	0
1462	Hp	Dermabacter vaginalis	Post-Tx-offIS-12M	0.212537332069572	0
1463	Hp	Dermabacter vaginalis	Post-Tx-offIS-24M	0.172420846932964	0.125154639477924
1464	Hp	Dermabacter vaginalis	Pre-Tx	0	0
1465	Hp	Dermacoccus nishinomiyaensis	Post-Tx-offIS-12M	0.201690904841558	0.289748648096516
1466	Hp	Dermacoccus nishinomiyaensis	Post-Tx-offIS-24M	0.163586708439528	0.304350772040603
1467	Hp	Dermacoccus nishinomiyaensis	Post-Tx-onIS-3M	0.144499037774819	0.0925164331143842
1468	Hp	Dermacoccus nishinomiyaensis	Pre-Tx	0	0
1469	Hp	Eikenella corrodens	Post-Tx-offIS-12M	-0.423145606561979	0.6028055854923
1470	Hp	Eikenella corrodens	Post-Tx-offIS-24M	0.23984764599804	0
1471	Hp	Eikenella corrodens	Post-Tx-onIS-2M	-0.370980563138003	0
1472	Hp	Eikenella corrodens	Post-Tx-onIS-3M	-0.710659532021305	0.480378604647674
1473	Hp	Eikenella corrodens	Post-Tx-onIS-6M	-0.710659532021305	0.480378604647674
1474	Hp	Eikenella corrodens	Pre-Tx	0	0
1475	Hp	Enhydrobacter NA	Post-Tx-offIS-12M	0.518130848548413	0
1476	Hp	Enhydrobacter NA	Pre-Tx	0	0
1477	Hp	Enhydrobacter aerosaccus	Post-Tx-offIS-12M	0.142004706142165	0.35595264849392
1478	Hp	Enhydrobacter aerosaccus	Post-Tx-offIS-24M	0.166517304310066	0.356326549638811
1479	Hp	Enhydrobacter aerosaccus	Post-Tx-onIS-3M	0.0301661708475179	0.286383939686987
1480	Hp	Enhydrobacter aerosaccus	Post-Tx-onIS-6M	0.075253118784429	0
1481	Hp	Enhydrobacter aerosaccus	Pre-Tx	0	0
1482	Hp	Enterococcus NA	Post-Tx-offIS-12M	0.0825471262580588	0
1483	Hp	Enterococcus NA	Post-Tx-onIS-1M	0.377047400435732	0
1484	Hp	Enterococcus NA	Post-Tx-onIS-3M	0.0487533248090857	0.383736482391622
1485	Hp	Enterococcus NA	Post-Tx-onIS-6M	0.127656971404657	0.682321159575967
1486	Hp	Enterococcus NA	Pre-Tx	0	0
1487	Hp	Enterococcus avium	Post-Tx-onIS-1M	0.252864052606102	0
1488	Hp	Enterococcus avium	Post-Tx-onIS-6M	0.247590973712499	0
1489	Hp	Enterococcus avium	Pre-Tx	0	0
1490	Hp	Enterococcus faecalis	Post-Tx-offIS-12M	-0.179533837236242	0.183799431339729
1491	Hp	Enterococcus faecalis	Post-Tx-offIS-24M	-0.278739534688279	0.578080167684568
1492	Hp	Enterococcus faecalis	Post-Tx-onIS-1M	-0.756714778927371	0
1493	Hp	Enterococcus faecalis	Post-Tx-onIS-2M	-0.82494625933119	0
1494	Hp	Enterococcus faecalis	Post-Tx-onIS-3M	-0.599879738712491	0.549360109961783
1495	Hp	Enterococcus faecalis	Post-Tx-onIS-6M	-0.433101416398463	0.117074866235797
1496	Hp	Enterococcus faecalis	Pre-Tx	0	0
1497	Hp	Escherichia coli	Post-Tx-offIS-12M	0.18632175882378	0.130355049049747
1498	Hp	Escherichia coli	Post-Tx-offIS-24M	1.87953345411812	0
1499	Hp	Escherichia coli	Post-Tx-onIS-1M	0.0782796408481255	0
1500	Hp	Escherichia coli	Post-Tx-onIS-3M	0.583750520178234	0
1501	Hp	Escherichia coli	Pre-Tx	0	0
1502	Hp	Escherichia-Shigella NA	Post-Tx-onIS-2M	0.0803864364219159	0
1503	Hp	Escherichia-Shigella NA	Pre-Tx	0	0
1504	Hp	Fastidiosipila sanguinis	Post-Tx-offIS-12M	-0.156937058714453	0.0947756641401361
1505	Hp	Fastidiosipila sanguinis	Post-Tx-offIS-24M	0.637090196456323	1.02814844901626
1506	Hp	Fastidiosipila sanguinis	Post-Tx-onIS-2M	-0.223953573519402	0
1507	Hp	Fastidiosipila sanguinis	Post-Tx-onIS-3M	-0.121673852741932	0.685989292155814
1508	Hp	Fastidiosipila sanguinis	Post-Tx-onIS-6M	-0.487367088882355	0.372522965938663
1509	Hp	Fastidiosipila sanguinis	Pre-Tx	0	0
1510	Hp	Fenollaria massiliensis	Post-Tx-offIS-12M	-0.774553098220097	0
1511	Hp	Fenollaria massiliensis	Post-Tx-offIS-24M	0.332034384150794	1.56495102552121
1512	Hp	Fenollaria massiliensis	Post-Tx-onIS-3M	-0.596444234565619	0
1513	Hp	Fenollaria massiliensis	Post-Tx-onIS-6M	-0.596444234565619	0
1514	Hp	Fenollaria massiliensis	Pre-Tx	0	0
1515	Hp	Finegoldia NA	Post-Tx-offIS-12M	-0.56809082756017	0
1516	Hp	Finegoldia NA	Post-Tx-offIS-24M	-0.267633989736601	0
1517	Hp	Finegoldia NA	Post-Tx-onIS-1M	-0.578273412500544	0
1518	Hp	Finegoldia NA	Post-Tx-onIS-2M	-0.0196889276938499	0.775557404422122
1519	Hp	Finegoldia NA	Post-Tx-onIS-3M	0.0887004146250642	0.599603805201653
1520	Hp	Finegoldia NA	Post-Tx-onIS-6M	-0.56809082756017	0
1521	Hp	Finegoldia NA	Pre-Tx	0	0
1522	Hp	Finegoldia magna	Post-Tx-offIS-12M	-0.246091868370552	0.668587319055835
1523	Hp	Finegoldia magna	Post-Tx-offIS-24M	-0.219855001353652	0.634921296853749
1524	Hp	Finegoldia magna	Post-Tx-onIS-2M	-0.00665433024200934	1.60353408860761
1525	Hp	Finegoldia magna	Post-Tx-onIS-3M	-0.34856866300643	1.25132865793103
1526	Hp	Finegoldia magna	Post-Tx-onIS-6M	-0.484624414085118	0.715088606660988
1527	Hp	Finegoldia magna	Pre-Tx	0	0
1528	Hp	Fusobacterium NA	Post-Tx-offIS-12M	-0.303659435473665	0
1529	Hp	Fusobacterium NA	Post-Tx-offIS-24M	0.532117422997382	0
1530	Hp	Fusobacterium NA	Post-Tx-onIS-2M	-0.0225902459313876	0.397491859815903
1531	Hp	Fusobacterium NA	Post-Tx-onIS-3M	0.542378797545864	0.714486804612987
1532	Hp	Fusobacterium NA	Post-Tx-onIS-6M	-0.303659435473665	0
1533	Hp	Fusobacterium NA	Pre-Tx	0	0
1534	Hp	Fusobacterium nucleatum	Post-Tx-offIS-12M	-0.224632204962616	0.486860615177658
1535	Hp	Fusobacterium nucleatum	Post-Tx-offIS-24M	0.0897920952607832	0.361461497407122
1536	Hp	Fusobacterium nucleatum	Post-Tx-onIS-1M	-0.600095327990056	0
1537	Hp	Fusobacterium nucleatum	Post-Tx-onIS-2M	-0.591357565690793	0.745895505047346
1538	Hp	Fusobacterium nucleatum	Post-Tx-onIS-3M	-0.00249385341853622	0.98486014215363
