subject_id	final_taxa	Group	site_specific	rela_abu
870	Pt09	Actinobacteriota	Post-Tx-offIS-24M	Mb	0.31982100552777
871	Pt09	Actinobacteriota	Post-Tx-offIS-24M	Ph	0
872	Pt09	Actinobacteriota	Post-Tx-offIS-24M	Vf	0.364496702036134
873	Pt09	Alphaproteobacteria	Pre-Tx	Pc	0.0151636073423783
874	Pt09	Alphaproteobacteria	Pre-Tx	Ra	0
875	Pt09	Alphaproteobacteria	Post-Tx-onIS>12M	Ac	0.149474375821288
876	Pt09	Alphaproteobacteria	Post-Tx-onIS>12M	Hp	0.045538603791031
877	Pt09	Alphaproteobacteria	Post-Tx-onIS>12M	Ic	0.475876079228035
878	Pt09	Alphaproteobacteria	Post-Tx-onIS>12M	Mb	0.252815013404826
879	Pt09	Alphaproteobacteria	Post-Tx-onIS>12M	Ph	0.015625
880	Pt09	Alphaproteobacteria	Post-Tx-onIS>12M	Vf	0.101126683154713
881	Pt09	Alphaproteobacteria	Post-Tx-offIS-24M	Ac	0.114515169541939
882	Pt09	Alphaproteobacteria	Post-Tx-offIS-24M	Hp	0.00492399914365232
883	Pt09	Alphaproteobacteria	Post-Tx-offIS-24M	Ic	0.0261829652996845
884	Pt09	Alphaproteobacteria	Post-Tx-offIS-24M	Mb	0.00947617794156356
885	Pt09	Alphaproteobacteria	Post-Tx-offIS-24M	Ph	0
886	Pt09	Alphaproteobacteria	Post-Tx-offIS-24M	Vf	0.0470318325207915
887	Pt09	Bacteria	Pre-Tx	Pc	0.00665070497472732
888	Pt09	Bacteria	Pre-Tx	Ra	0.00456182472989196
889	Pt09	Bacteria	Post-Tx-onIS>12M	Ac	0.0637319316688568
890	Pt09	Bacteria	Post-Tx-onIS>12M	Hp	0.346740638002774
891	Pt09	Bacteria	Post-Tx-onIS>12M	Ic	0.0205688166582021
892	Pt09	Bacteria	Post-Tx-onIS>12M	Mb	0.0627345844504021
893	Pt09	Bacteria	Post-Tx-onIS>12M	Ph	0.0210813492063492
894	Pt09	Bacteria	Post-Tx-onIS>12M	Vf	0.123935147018412
895	Pt09	Bacteria	Post-Tx-offIS-24M	Ac	0.0446162998215348
896	Pt09	Bacteria	Post-Tx-offIS-24M	Hp	0.0263326910725755
897	Pt09	Bacteria	Post-Tx-offIS-24M	Ic	0.0261829652996845
898	Pt09	Bacteria	Post-Tx-offIS-24M	Mb	0.0239536720189523
899	Pt09	Bacteria	Post-Tx-offIS-24M	Ph	0
900	Pt09	Bacteria	Post-Tx-offIS-24M	Vf	0.0269572698594781
901	Pt09	Corynebacterium tuberculostearicum	Pre-Tx	Pc	0.0202181431231711
902	Pt09	Corynebacterium tuberculostearicum	Pre-Tx	Ra	0.0660264105642257
903	Pt09	Corynebacterium tuberculostearicum	Post-Tx-onIS>12M	Ac	0.0384362680683311
904	Pt09	Corynebacterium tuberculostearicum	Post-Tx-onIS>12M	Hp	0.00878409616273694
905	Pt09	Corynebacterium tuberculostearicum	Post-Tx-onIS>12M	Ic	0.01066531234129
906	Pt09	Corynebacterium tuberculostearicum	Post-Tx-onIS>12M	Mb	0.032171581769437
907	Pt09	Corynebacterium tuberculostearicum	Post-Tx-onIS>12M	Ph	0.00694444444444444
908	Pt09	Corynebacterium tuberculostearicum	Post-Tx-onIS>12M	Vf	0.0280296784830998
909	Pt09	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Ac	0.0359904818560381
910	Pt09	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Hp	0.00556625990152002
911	Pt09	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Ic	0.0375394321766562
912	Pt09	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Mb	0.0302711239799947
913	Pt09	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Ph	0
914	Pt09	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Vf	0.0347003154574132
915	Pt09	Cutibacterium acnes	Pre-Tx	Pc	0.385474860335196
916	Pt09	Cutibacterium acnes	Pre-Tx	Ra	0.000720288115246098
917	Pt09	Cutibacterium acnes	Post-Tx-onIS>12M	Ac	0.141590013140604
918	Pt09	Cutibacterium acnes	Post-Tx-onIS>12M	Hp	0.0515487748497457
919	Pt09	Cutibacterium acnes	Post-Tx-onIS>12M	Ic	0.0286947689182326
920	Pt09	Cutibacterium acnes	Post-Tx-onIS>12M	Mb	0.096514745308311
921	Pt09	Cutibacterium acnes	Post-Tx-onIS>12M	Ph	0.00520833333333333
922	Pt09	Cutibacterium acnes	Post-Tx-onIS>12M	Vf	0.112393514701841
923	Pt09	Cutibacterium acnes	Post-Tx-offIS-24M	Ac	0.146044021415824
924	Pt09	Cutibacterium acnes	Post-Tx-offIS-24M	Hp	0.0554485120959109
925	Pt09	Cutibacterium acnes	Post-Tx-offIS-24M	Ic	0.0236593059936909
926	Pt09	Cutibacterium acnes	Post-Tx-offIS-24M	Mb	0.14266912345354
927	Pt09	Cutibacterium acnes	Post-Tx-offIS-24M	Ph	0.000202757502027575
928	Pt09	Cutibacterium acnes	Post-Tx-offIS-24M	Vf	0.132492113564669
929	Pt09	Firmicutes	Pre-Tx	Pc	0.277733439744613
930	Pt09	Firmicutes	Pre-Tx	Ra	0.47202881152461
931	Pt09	Firmicutes	Post-Tx-onIS>12M	Ac	0.183639947437582
932	Pt09	Firmicutes	Post-Tx-onIS>12M	Hp	0.239251040221914
933	Pt09	Firmicutes	Post-Tx-onIS>12M	Ic	0.0769426104621635
934	Pt09	Firmicutes	Post-Tx-onIS>12M	Mb	0.209383378016086
935	Pt09	Firmicutes	Post-Tx-onIS>12M	Ph	0.354414682539683
936	Pt09	Firmicutes	Post-Tx-onIS>12M	Vf	0.193184940917835
937	Pt09	Firmicutes	Post-Tx-offIS-24M	Ac	0.12819750148721
938	Pt09	Firmicutes	Post-Tx-offIS-24M	Hp	0.469064440162706
939	Pt09	Firmicutes	Post-Tx-offIS-24M	Ic	0.0526813880126183
940	Pt09	Firmicutes	Post-Tx-offIS-24M	Mb	0.117136088444327
941	Pt09	Firmicutes	Post-Tx-offIS-24M	Ph	0.00425790754257908
942	Pt09	Firmicutes	Post-Tx-offIS-24M	Vf	0.151993117292802
943	Pt09	Gammaproteobacteria	Pre-Tx	Pc	0.00505453578079276
944	Pt09	Gammaproteobacteria	Pre-Tx	Ra	0
945	Pt09	Gammaproteobacteria	Post-Tx-onIS>12M	Ac	0.0965834428383706
946	Pt09	Gammaproteobacteria	Post-Tx-onIS>12M	Hp	0.0878409616273694
947	Pt09	Gammaproteobacteria	Post-Tx-onIS>12M	Ic	0.0835449466734383
948	Pt09	Gammaproteobacteria	Post-Tx-onIS>12M	Mb	0.0892761394101876
949	Pt09	Gammaproteobacteria	Post-Tx-onIS>12M	Ph	0.00496031746031746
950	Pt09	Gammaproteobacteria	Post-Tx-onIS>12M	Vf	0.0937070623797747
951	Pt09	Gammaproteobacteria	Post-Tx-offIS-24M	Ac	0.0508625817965497
952	Pt09	Gammaproteobacteria	Post-Tx-offIS-24M	Hp	0.124170413187754
953	Pt09	Gammaproteobacteria	Post-Tx-offIS-24M	Ic	0.0637223974763406
954	Pt09	Gammaproteobacteria	Post-Tx-offIS-24M	Mb	0.0629112924453804
955	Pt09	Gammaproteobacteria	Post-Tx-offIS-24M	Ph	0
956	Pt09	Gammaproteobacteria	Post-Tx-offIS-24M	Vf	0.0415830226555779
957	Pt09	Micrococcus luteus	Pre-Tx	Pc	0.00133014099494546
958	Pt09	Micrococcus luteus	Pre-Tx	Ra	0
959	Pt09	Micrococcus luteus	Post-Tx-onIS>12M	Ac	0.0561760840998686
960	Pt09	Micrococcus luteus	Post-Tx-onIS>12M	Hp	0.00855293573740175
961	Pt09	Micrococcus luteus	Post-Tx-onIS>12M	Ic	0.0243778567800914
962	Pt09	Micrococcus luteus	Post-Tx-onIS>12M	Mb	0.0471849865951743
963	Pt09	Micrococcus luteus	Post-Tx-onIS>12M	Ph	0.00198412698412699
964	Pt09	Micrococcus luteus	Post-Tx-onIS>12M	Vf	0.0566089585050839
965	Pt09	Micrococcus luteus	Post-Tx-offIS-24M	Ac	0.00654372397382511
966	Pt09	Micrococcus luteus	Post-Tx-offIS-24M	Hp	0
967	Pt09	Micrococcus luteus	Post-Tx-offIS-24M	Ic	0.00788643533123028
968	Pt09	Micrococcus luteus	Post-Tx-offIS-24M	Mb	0.0081600421163464
969	Pt09	Micrococcus luteus	Post-Tx-offIS-24M	Ph	0
970	Pt09	Micrococcus luteus	Post-Tx-offIS-24M	Vf	0.0154860911958704
971	Pt09	Staphylococcus aureus	Pre-Tx	Pc	0
972	Pt09	Staphylococcus aureus	Pre-Tx	Ra	0
973	Pt09	Staphylococcus aureus	Post-Tx-onIS>12M	Ac	0
974	Pt09	Staphylococcus aureus	Post-Tx-onIS>12M	Hp	0.00416088765603329
975	Pt09	Staphylococcus aureus	Post-Tx-onIS>12M	Ic	0
976	Pt09	Staphylococcus aureus	Post-Tx-onIS>12M	Mb	0
977	Pt09	Staphylococcus aureus	Post-Tx-onIS>12M	Ph	0
978	Pt09	Staphylococcus aureus	Post-Tx-onIS>12M	Vf	0
979	Pt09	Staphylococcus aureus	Post-Tx-offIS-24M	Ac	0.00118976799524093
980	Pt09	Staphylococcus aureus	Post-Tx-offIS-24M	Hp	0
981	Pt09	Staphylococcus aureus	Post-Tx-offIS-24M	Ic	0
982	Pt09	Staphylococcus aureus	Post-Tx-offIS-24M	Mb	0.00236904448539089
983	Pt09	Staphylococcus aureus	Post-Tx-offIS-24M	Ph	0
984	Pt09	Staphylococcus aureus	Post-Tx-offIS-24M	Vf	0.00172067679954115
985	Pt09	Staphylococcus epidermidis	Pre-Tx	Pc	0.0928438414471934
986	Pt09	Staphylococcus epidermidis	Pre-Tx	Ra	0.456662665066026
987	Pt09	Staphylococcus epidermidis	Post-Tx-onIS>12M	Ac	0.0578186596583443
988	Pt09	Staphylococcus epidermidis	Post-Tx-onIS>12M	Hp	0.040453074433657
989	Pt09	Staphylococcus epidermidis	Post-Tx-onIS>12M	Ic	0.126460132046724
990	Pt09	Staphylococcus epidermidis	Post-Tx-onIS>12M	Mb	0.0302949061662198
991	Pt09	Staphylococcus epidermidis	Post-Tx-onIS>12M	Ph	0.395337301587301
992	Pt09	Staphylococcus epidermidis	Post-Tx-onIS>12M	Vf	0.044517724649629
993	Pt09	Staphylococcus epidermidis	Post-Tx-offIS-24M	Ac	0.0377751338488995
994	Pt09	Staphylococcus epidermidis	Post-Tx-offIS-24M	Hp	0.12245771783344
995	Pt09	Staphylococcus epidermidis	Post-Tx-offIS-24M	Ic	0.462145110410095
996	Pt09	Staphylococcus epidermidis	Post-Tx-offIS-24M	Mb	0.219531455646222
997	Pt09	Staphylococcus epidermidis	Post-Tx-offIS-24M	Ph	0.0032441200324412
998	Pt09	Staphylococcus epidermidis	Post-Tx-offIS-24M	Vf	0.0909090909090909
999	Pt09	Staphylococcus hominis	Pre-Tx	Pc	0.0119712689545092
1000	Pt09	Staphylococcus hominis	Pre-Tx	Ra	0
1001	Pt09	Staphylococcus hominis	Post-Tx-onIS>12M	Ac	0.02365308804205
1002	Pt09	Staphylococcus hominis	Post-Tx-onIS>12M	Hp	0.00647249190938511
1003	Pt09	Staphylococcus hominis	Post-Tx-onIS>12M	Ic	0.0170137125444388
1004	Pt09	Staphylococcus hominis	Post-Tx-onIS>12M	Mb	0.0101876675603217
1005	Pt09	Staphylococcus hominis	Post-Tx-onIS>12M	Ph	0.179563492063492
1006	Pt09	Staphylococcus hominis	Post-Tx-onIS>12M	Vf	0.0219840615553724
1007	Pt09	Staphylococcus hominis	Post-Tx-offIS-24M	Ac	0.0630577037477692
1008	Pt09	Staphylococcus hominis	Post-Tx-offIS-24M	Hp	0.0310426032969385
1009	Pt09	Staphylococcus hominis	Post-Tx-offIS-24M	Ic	0.0548895899053627
1010	Pt09	Staphylococcus hominis	Post-Tx-offIS-24M	Mb	0.0637009739405106
1011	Pt09	Staphylococcus hominis	Post-Tx-offIS-24M	Ph	0.992295214922953
1012	Pt09	Staphylococcus hominis	Post-Tx-offIS-24M	Vf	0.0926297677086321
1013	Pt05	Actinobacteriota	Pre-Tx	Ac	0.0974658869395712
1014	Pt05	Actinobacteriota	Pre-Tx	Hp	0.097538532321141
1015	Pt05	Actinobacteriota	Pre-Tx	Ic	0.39186507936508
1016	Pt05	Actinobacteriota	Pre-Tx	Mb	0.0910648714810282
1017	Pt05	Actinobacteriota	Pre-Tx	Pc	0.0833950160375031
1018	Pt05	Actinobacteriota	Pre-Tx	Ra	0.154259607632357
1019	Pt05	Actinobacteriota	Pre-Tx	Vf	0.182255349843712
1020	Pt05	Actinobacteriota	Post-Tx-offIS-12M	Ac	0.112891113892365
1021	Pt05	Actinobacteriota	Post-Tx-offIS-12M	Hp	0.110058922558923
1022	Pt05	Actinobacteriota	Post-Tx-offIS-12M	Ic	0.220515040034625
1023	Pt05	Actinobacteriota	Post-Tx-offIS-12M	Mb	0.0562788744225116
1024	Pt05	Actinobacteriota	Post-Tx-offIS-12M	Ph	0.235834990059642
1025	Pt05	Actinobacteriota	Post-Tx-offIS-12M	Vf	0.178596573574278
1026	Pt05	Actinobacteriota	Post-Tx-offIS-24M	Ac	0.188947489108003
1027	Pt05	Actinobacteriota	Post-Tx-offIS-24M	Hp	0.123641014709017
1028	Pt05	Actinobacteriota	Post-Tx-offIS-24M	Ic	0.187807276302851
1029	Pt05	Actinobacteriota	Post-Tx-offIS-24M	Mb	0.0530254436604661
1030	Pt05	Actinobacteriota	Post-Tx-offIS-24M	Pc	0.548141644717588
1031	Pt05	Actinobacteriota	Post-Tx-offIS-24M	Ph	0.345002108814846
1032	Pt05	Actinobacteriota	Post-Tx-offIS-24M	Ra	0.146912704045423
1033	Pt05	Actinobacteriota	Post-Tx-offIS-24M	Vf	0.222490665495278
1034	Pt05	Alphaproteobacteria	Pre-Tx	Ac	0.000487329434697856
1035	Pt05	Alphaproteobacteria	Pre-Tx	Hp	0.000460087416609156
1036	Pt05	Alphaproteobacteria	Pre-Tx	Ic	0.00148809523809524
1037	Pt05	Alphaproteobacteria	Pre-Tx	Mb	0
1038	Pt05	Alphaproteobacteria	Pre-Tx	Pc	0
1039	Pt05	Alphaproteobacteria	Pre-Tx	Ra	0.000268744961031981
1040	Pt05	Alphaproteobacteria	Pre-Tx	Vf	0.000721327242125511
1041	Pt05	Alphaproteobacteria	Post-Tx-offIS-12M	Ac	0
1042	Pt05	Alphaproteobacteria	Post-Tx-offIS-12M	Hp	0.00105218855218855
1043	Pt05	Alphaproteobacteria	Post-Tx-offIS-12M	Ic	0
1044	Pt05	Alphaproteobacteria	Post-Tx-offIS-12M	Mb	0.000419991600167996
1045	Pt05	Alphaproteobacteria	Post-Tx-offIS-12M	Ph	0.00323061630218688
1046	Pt05	Alphaproteobacteria	Post-Tx-offIS-12M	Vf	0.00234686693264492
1047	Pt05	Alphaproteobacteria	Post-Tx-offIS-24M	Ac	0.00137583123136895
1048	Pt05	Alphaproteobacteria	Post-Tx-offIS-24M	Hp	0
1049	Pt05	Alphaproteobacteria	Post-Tx-offIS-24M	Ic	0
1050	Pt05	Alphaproteobacteria	Post-Tx-offIS-24M	Mb	0.00042762454564892
1051	Pt05	Alphaproteobacteria	Post-Tx-offIS-24M	Pc	0.0114135206321335
1052	Pt05	Alphaproteobacteria	Post-Tx-offIS-24M	Ph	0.00126528890763391
1053	Pt05	Alphaproteobacteria	Post-Tx-offIS-24M	Ra	0
1054	Pt05	Alphaproteobacteria	Post-Tx-offIS-24M	Vf	0
1055	Pt05	Bacteria	Pre-Tx	Ac	0
1056	Pt05	Bacteria	Pre-Tx	Hp	0
1057	Pt05	Bacteria	Pre-Tx	Ic	0
1058	Pt05	Bacteria	Pre-Tx	Mb	0
1059	Pt05	Bacteria	Pre-Tx	Pc	0
1060	Pt05	Bacteria	Pre-Tx	Ra	0
1061	Pt05	Bacteria	Pre-Tx	Vf	0.000721327242125511
1062	Pt05	Bacteria	Post-Tx-offIS-12M	Ac	0.0683354192740926
1063	Pt05	Bacteria	Post-Tx-offIS-12M	Hp	0.00189393939393939
1064	Pt05	Bacteria	Post-Tx-offIS-12M	Ic	0
1065	Pt05	Bacteria	Post-Tx-offIS-12M	Mb	0
1066	Pt05	Bacteria	Post-Tx-offIS-12M	Ph	0.000994035785288271
1067	Pt05	Bacteria	Post-Tx-offIS-12M	Vf	0.00797934757099273
1068	Pt05	Bacteria	Post-Tx-offIS-24M	Ac	0.00160513643659711
1069	Pt05	Bacteria	Post-Tx-offIS-24M	Hp	0.000426348326582818
1070	Pt05	Bacteria	Post-Tx-offIS-24M	Ic	0
1071	Pt05	Bacteria	Post-Tx-offIS-24M	Mb	0
1072	Pt05	Bacteria	Post-Tx-offIS-24M	Pc	0.000585308750365818
1073	Pt05	Bacteria	Post-Tx-offIS-24M	Ph	0
1074	Pt05	Bacteria	Post-Tx-offIS-24M	Ra	0
1075	Pt05	Bacteria	Post-Tx-offIS-24M	Vf	0.00944432242477488
1076	Pt05	Corynebacterium tuberculostearicum	Pre-Tx	Ac	0.325779727095517
1077	Pt05	Corynebacterium tuberculostearicum	Pre-Tx	Hp	0.219001610305958
1078	Pt05	Corynebacterium tuberculostearicum	Pre-Tx	Ic	0.514136904761905
1079	Pt05	Corynebacterium tuberculostearicum	Pre-Tx	Mb	0.328029375764994
1080	Pt05	Corynebacterium tuberculostearicum	Pre-Tx	Pc	0.0690846286701209
1081	Pt05	Corynebacterium tuberculostearicum	Pre-Tx	Ra	0.324375167965601
1082	Pt05	Corynebacterium tuberculostearicum	Pre-Tx	Vf	0.2591969223371
1083	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-12M	Ac	0.225531914893617
1084	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-12M	Hp	0.279882154882155
1085	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-12M	Ic	0.55810430642718
1086	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-12M	Mb	0.0646787064258715
1087	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-12M	Ph	0.141898608349901
1088	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-12M	Vf	0.299225533912227
1089	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Ac	0.0928686081174043
1090	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Hp	0.0532935408228523
1091	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Ic	0.685594886922321
1092	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Mb	0.00555911909343596
1093	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Pc	0.149253731343284
1094	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Ph	0.107971320118094
1095	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Ra	0.0321741187603501
1096	Pt05	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	Vf	0.0445859872611465
1097	Pt05	Cutibacterium acnes	Pre-Tx	Ac	0.130116959064327
1098	Pt05	Cutibacterium acnes	Pre-Tx	Hp	0.451115711985277
1099	Pt05	Cutibacterium acnes	Pre-Tx	Ic	0.00793650793650794
1100	Pt05	Cutibacterium acnes	Pre-Tx	Mb	0.258506731946144
1101	Pt05	Cutibacterium acnes	Pre-Tx	Pc	0.00345423143350604
1102	Pt05	Cutibacterium acnes	Pre-Tx	Ra	0.237839290513303
1103	Pt05	Cutibacterium acnes	Pre-Tx	Vf	0.29838903582592
1104	Pt05	Cutibacterium acnes	Post-Tx-offIS-12M	Ac	0.117647058823529
1105	Pt05	Cutibacterium acnes	Post-Tx-offIS-12M	Hp	0.371001683501683
1106	Pt05	Cutibacterium acnes	Post-Tx-offIS-12M	Ic	0.0129842025535598
1107	Pt05	Cutibacterium acnes	Post-Tx-offIS-12M	Mb	0.683116337673247
1108	Pt05	Cutibacterium acnes	Post-Tx-offIS-12M	Ph	0.00223658051689861
1109	Pt05	Cutibacterium acnes	Post-Tx-offIS-12M	Vf	0.241961980755691
1110	Pt05	Cutibacterium acnes	Post-Tx-offIS-24M	Ac	0.324925475808301
1111	Pt05	Cutibacterium acnes	Post-Tx-offIS-24M	Hp	0.715199317842677
1112	Pt05	Cutibacterium acnes	Post-Tx-offIS-24M	Ic	0.00245821042281219
1113	Pt05	Cutibacterium acnes	Post-Tx-offIS-24M	Mb	0.89309386358777
1114	Pt05	Cutibacterium acnes	Post-Tx-offIS-24M	Pc	0.074041556921276
1115	Pt05	Cutibacterium acnes	Post-Tx-offIS-24M	Ph	0.00548291859974694
1116	Pt05	Cutibacterium acnes	Post-Tx-offIS-24M	Ra	0.689850958126331
1117	Pt05	Cutibacterium acnes	Post-Tx-offIS-24M	Vf	0.607291895453547
1118	Pt05	Firmicutes	Pre-Tx	Ac	0.0477582846003899
1119	Pt05	Firmicutes	Pre-Tx	Hp	0.0448585231193927
1120	Pt05	Firmicutes	Pre-Tx	Ic	0.0347222222222223
1121	Pt05	Firmicutes	Pre-Tx	Mb	0.0394124847001224
1122	Pt05	Firmicutes	Pre-Tx	Pc	0.0503330866025167
1123	Pt05	Firmicutes	Pre-Tx	Ra	0.0601988712711636
1124	Pt05	Firmicutes	Pre-Tx	Vf	0.0783842269776389
1125	Pt05	Firmicutes	Post-Tx-offIS-12M	Ac	0.224280350438047
1126	Pt05	Firmicutes	Post-Tx-offIS-12M	Hp	0.126262626262626
1127	Pt05	Firmicutes	Post-Tx-offIS-12M	Ic	0.0220731443410517
1128	Pt05	Firmicutes	Post-Tx-offIS-12M	Mb	0.0149097018059639
1129	Pt05	Firmicutes	Post-Tx-offIS-12M	Ph	0.0864811133200795
1130	Pt05	Firmicutes	Post-Tx-offIS-12M	Vf	0.126261440976297
1131	Pt05	Firmicutes	Post-Tx-offIS-24M	Ac	0.0224719101123596
1132	Pt05	Firmicutes	Post-Tx-offIS-24M	Hp	0.0296312086975059
1133	Pt05	Firmicutes	Post-Tx-offIS-24M	Ic	0.0191740412979351
1134	Pt05	Firmicutes	Post-Tx-offIS-24M	Mb	0.00192431045542014
1135	Pt05	Firmicutes	Post-Tx-offIS-24M	Pc	0.0412642669007902
1136	Pt05	Firmicutes	Post-Tx-offIS-24M	Ph	0.0687473639814424
1137	Pt05	Firmicutes	Post-Tx-offIS-24M	Ra	0.0056777856635912
1138	Pt05	Firmicutes	Post-Tx-offIS-24M	Vf	0.0584230177904678
1139	Pt05	Gammaproteobacteria	Pre-Tx	Ac	0.000730994152046784
1140	Pt05	Gammaproteobacteria	Pre-Tx	Hp	0.0386473429951691
1141	Pt05	Gammaproteobacteria	Pre-Tx	Ic	0.00223214285714286
1142	Pt05	Gammaproteobacteria	Pre-Tx	Mb	0.000734394124847001
1143	Pt05	Gammaproteobacteria	Pre-Tx	Pc	0
1144	Pt05	Gammaproteobacteria	Pre-Tx	Ra	0
1145	Pt05	Gammaproteobacteria	Pre-Tx	Vf	0.00336619379658572
1146	Pt05	Gammaproteobacteria	Post-Tx-offIS-12M	Ac	0.025531914893617
1147	Pt05	Gammaproteobacteria	Post-Tx-offIS-12M	Hp	0.00378787878787878
1148	Pt05	Gammaproteobacteria	Post-Tx-offIS-12M	Ic	0
1149	Pt05	Gammaproteobacteria	Post-Tx-offIS-12M	Mb	0.000419991600167997
1150	Pt05	Gammaproteobacteria	Post-Tx-offIS-12M	Ph	0.00944333996023857
1151	Pt05	Gammaproteobacteria	Post-Tx-offIS-12M	Vf	0.00492842055855433
1152	Pt05	Gammaproteobacteria	Post-Tx-offIS-24M	Ac	0.000917220820912635
1153	Pt05	Gammaproteobacteria	Post-Tx-offIS-24M	Hp	0.00127904497974845
1154	Pt05	Gammaproteobacteria	Post-Tx-offIS-24M	Ic	0
1155	Pt05	Gammaproteobacteria	Post-Tx-offIS-24M	Mb	0
1156	Pt05	Gammaproteobacteria	Post-Tx-offIS-24M	Pc	0.00702370500438981
1157	Pt05	Gammaproteobacteria	Post-Tx-offIS-24M	Ph	0.00463939266132434
1158	Pt05	Gammaproteobacteria	Post-Tx-offIS-24M	Ra	0
1159	Pt05	Gammaproteobacteria	Post-Tx-offIS-24M	Vf	0.00175708324181858
1160	Pt05	Micrococcus luteus	Pre-Tx	Ac	0
1161	Pt05	Micrococcus luteus	Pre-Tx	Hp	0
1162	Pt05	Micrococcus luteus	Pre-Tx	Ic	0
1163	Pt05	Micrococcus luteus	Pre-Tx	Mb	0
1164	Pt05	Micrococcus luteus	Pre-Tx	Pc	0.00197384653343203
1165	Pt05	Micrococcus luteus	Pre-Tx	Ra	0
1166	Pt05	Micrococcus luteus	Pre-Tx	Vf	0.00312575138254388
1167	Pt05	Micrococcus luteus	Post-Tx-offIS-12M	Ac	0
1168	Pt05	Micrococcus luteus	Post-Tx-offIS-12M	Hp	0
1169	Pt05	Micrococcus luteus	Post-Tx-offIS-12M	Ic	0
1170	Pt05	Micrococcus luteus	Post-Tx-offIS-12M	Mb	0
1171	Pt05	Micrococcus luteus	Post-Tx-offIS-12M	Ph	0.0101888667992048
1172	Pt05	Micrococcus luteus	Post-Tx-offIS-12M	Vf	0.00187749354611594
1173	Pt05	Micrococcus luteus	Post-Tx-offIS-24M	Ac	0.00298096766796606
1174	Pt05	Micrococcus luteus	Post-Tx-offIS-24M	Hp	0
1175	Pt05	Micrococcus luteus	Post-Tx-offIS-24M	Ic	0
1176	Pt05	Micrococcus luteus	Post-Tx-offIS-24M	Mb	0
1177	Pt05	Micrococcus luteus	Post-Tx-offIS-24M	Pc	0.01609599063506
1178	Pt05	Micrococcus luteus	Post-Tx-offIS-24M	Ph	0.018135807676086
1179	Pt05	Micrococcus luteus	Post-Tx-offIS-24M	Ra	0
1180	Pt05	Micrococcus luteus	Post-Tx-offIS-24M	Vf	0.00175708324181858
1181	Pt05	Staphylococcus aureus	Pre-Tx	Ac	0.0692007797270955
1182	Pt05	Staphylococcus aureus	Pre-Tx	Hp	0.0591212330342765
1183	Pt05	Staphylococcus aureus	Pre-Tx	Ic	0.0173611111111111
1184	Pt05	Staphylococcus aureus	Pre-Tx	Mb	0.0876376988984088
1185	Pt05	Staphylococcus aureus	Pre-Tx	Pc	0.166049839624969
1186	Pt05	Staphylococcus aureus	Pre-Tx	Ra	0.0327868852459016
1187	Pt05	Staphylococcus aureus	Pre-Tx	Vf	0.0733349362827603
1188	Pt05	Staphylococcus aureus	Post-Tx-offIS-12M	Ac	0
1189	Pt05	Staphylococcus aureus	Post-Tx-offIS-12M	Hp	0
1190	Pt05	Staphylococcus aureus	Post-Tx-offIS-12M	Ic	0
1191	Pt05	Staphylococcus aureus	Post-Tx-offIS-12M	Mb	0
1192	Pt05	Staphylococcus aureus	Post-Tx-offIS-12M	Ph	0
1193	Pt05	Staphylococcus aureus	Post-Tx-offIS-12M	Vf	0.000234686693264492
1194	Pt05	Staphylococcus aureus	Post-Tx-offIS-24M	Ac	0.00596193533593213
1195	Pt05	Staphylococcus aureus	Post-Tx-offIS-24M	Hp	0.00596887657215945
1196	Pt05	Staphylococcus aureus	Post-Tx-offIS-24M	Ic	0.000491642084562439
1197	Pt05	Staphylococcus aureus	Post-Tx-offIS-24M	Mb	0.00042762454564892
1198	Pt05	Staphylococcus aureus	Post-Tx-offIS-24M	Pc	0.006438396254024
1199	Pt05	Staphylococcus aureus	Post-Tx-offIS-24M	Ph	0.00421762969211303
1200	Pt05	Staphylococcus aureus	Post-Tx-offIS-24M	Ra	0
1201	Pt05	Staphylococcus aureus	Post-Tx-offIS-24M	Vf	0.00329453107840984
1202	Pt05	Staphylococcus epidermidis	Pre-Tx	Ac	0.328460038986354
1203	Pt05	Staphylococcus epidermidis	Pre-Tx	Hp	0.0892569588221762
