site_specific	day	subject_id	new_taxa	abu_new
Ra	Day 56	subject 11	Malassezia globosa	0.0156457380779819
Ra	Day 56	subject 11	Malassezia restricta	0.0770751872298922
Ra	Day 56	subject 11	Micrococcus luteus	0.000571904928075684
Ra	Day 56	subject 11	Proteobacteria	0.00262241151504848
Ra	Day 56	subject 11	Staphylococcus aureus	4.84665193284478e-05
Ra	Day 56	subject 11	Staphylococcus epidermidis	0.00342546445838291
Ra	Day 56	subject 11	Staphylococcus hominis	0.00202515486917022
Ra	Day 56	subject 12	Actinobacteria	0.685808239779285
Ra	Day 56	subject 12	Alphaproteobacteria	0.000817330308605762
Ra	Day 56	subject 12	Bacteria	0.000269719001839902
Ra	Day 56	subject 12	Corynebacterium tuberculostearicum	0.00783819765952926
Ra	Day 56	subject 12	Cutibacterium acnes	0.142362593152952
Ra	Day 56	subject 12	Eukaryotic virus	0
Ra	Day 56	subject 12	Firmicutes	0.0701060531482657
Ra	Day 56	subject 12	Fungi	0.00268265970180158
Ra	Day 56	subject 12	Gammaproteobacteria	0.00237025789495671
Ra	Day 56	subject 12	Malassezia globosa	4.72235289416663e-05
Ra	Day 56	subject 12	Malassezia restricta	0.037351086958496
Ra	Day 56	subject 12	Micrococcus luteus	0.000119875111928845
Ra	Day 56	subject 12	Proteobacteria	0.000806432571157686
Ra	Day 56	subject 12	Staphylococcus aureus	0.000167098640870511
Ra	Day 56	subject 12	Staphylococcus epidermidis	0.0492377940799858
Ra	Day 56	subject 12	Staphylococcus hominis	1.54384613847755e-05
Ra	Day 56	subject 13	Actinobacteria	0.0438702349741573
Ra	Day 56	subject 13	Alphaproteobacteria	0.000760890287780704
Ra	Day 56	subject 13	Bacteria	0.000227724691938198
Ra	Day 56	subject 13	Corynebacterium tuberculostearicum	0.000255411092451125
Ra	Day 56	subject 13	Cutibacterium acnes	0.111636909857694
Ra	Day 56	subject 13	Eukaryotic virus	0.000144665490399417
Ra	Day 56	subject 13	Firmicutes	0.00356814558189406
Ra	Day 56	subject 13	Fungi	0.186701217999237
Ra	Day 56	subject 13	Gammaproteobacteria	0.00849802491533183
Ra	Day 56	subject 13	Malassezia globosa	0.0127843168684252
Ra	Day 56	subject 13	Malassezia restricta	0.629602186092279
Ra	Day 56	subject 13	Micrococcus luteus	0.000511146002452108
Ra	Day 56	subject 13	Proteobacteria	0.000612177078008052
Ra	Day 56	subject 13	Staphylococcus aureus	1.8538554729416e-05
Ra	Day 56	subject 13	Staphylococcus epidermidis	0.000770038133564215
Ra	Day 56	subject 13	Staphylococcus hominis	3.83723796582672e-05
Ra	Day 56	subject 14	Actinobacteria	0.112025095989793
Ra	Day 56	subject 14	Alphaproteobacteria	0.00945638841550481
Ra	Day 56	subject 14	Bacteria	0.0164063355730129
Ra	Day 56	subject 14	Corynebacterium tuberculostearicum	0.0209623352927652
Ra	Day 56	subject 14	Cutibacterium acnes	0.610362851777551
Ra	Day 56	subject 14	Eukaryotic virus	5.22997585330017e-05
Ra	Day 56	subject 14	Firmicutes	0.0536348825574385
Ra	Day 56	subject 14	Fungi	0.00497242421222256
Ra	Day 56	subject 14	Gammaproteobacteria	0.0602187314052156
Ra	Day 56	subject 14	Malassezia globosa	0.0141831024414119
Ra	Day 56	subject 14	Malassezia restricta	0.0622416465937562
Ra	Day 56	subject 14	Micrococcus luteus	0.00477407984495589
Ra	Day 56	subject 14	Proteobacteria	0.00846466657917148
Ra	Day 56	subject 14	Staphylococcus aureus	0.000500301463702488
Ra	Day 56	subject 14	Staphylococcus epidermidis	0.0212998167534876
Ra	Day 56	subject 14	Staphylococcus hominis	0.000445041341478939
Ac	Day 0	subject 5	Actinobacteria	0.356173526768234
Ac	Day 0	subject 5	Alphaproteobacteria	0.0293511971472396
Ac	Day 0	subject 5	Bacteria	0.000802968198334321
Ac	Day 0	subject 5	Corynebacterium tuberculostearicum	0.0478192304413643
Ac	Day 0	subject 5	Cutibacterium acnes	0.0772273623392623
Ac	Day 0	subject 5	Eukaryotic virus	7.13644946268417e-06
Ac	Day 0	subject 5	Firmicutes	0.0106707956647089
Ac	Day 0	subject 5	Fungi	0.00851213733602929
Ac	Day 0	subject 5	Gammaproteobacteria	0.0151107651458004
Ac	Day 0	subject 5	Malassezia globosa	0.0129358733551562
Ac	Day 0	subject 5	Malassezia restricta	0.213732818703834
Ac	Day 0	subject 5	Micrococcus luteus	0.00427841908666151
Ac	Day 0	subject 5	Proteobacteria	0.00161291600108819
Ac	Day 0	subject 5	Staphylococcus aureus	0.00435417524249616
Ac	Day 0	subject 5	Staphylococcus epidermidis	0.0999065281965432
Ac	Day 0	subject 5	Staphylococcus hominis	0.117504149923785
Ac	Day 0	subject 6	Actinobacteria	0.168906827335187
Ac	Day 0	subject 6	Alphaproteobacteria	0.0102495526114019
Ac	Day 0	subject 6	Bacteria	0.012483540591207
Ac	Day 0	subject 6	Corynebacterium tuberculostearicum	0.00578551666586554
Ac	Day 0	subject 6	Cutibacterium acnes	0.369957077486681
Ac	Day 0	subject 6	Eukaryotic virus	0.0215763050705617
Ac	Day 0	subject 6	Firmicutes	0.220805480717177
Ac	Day 0	subject 6	Fungi	0.00352867660443283
Ac	Day 0	subject 6	Gammaproteobacteria	0.0612364867367307
Ac	Day 0	subject 6	Malassezia globosa	0.0113251764535303
Ac	Day 0	subject 6	Malassezia restricta	0.055274457440362
Ac	Day 0	subject 6	Micrococcus luteus	0.0119232705899226
Ac	Day 0	subject 6	Proteobacteria	0.0126498091851184
Ac	Day 0	subject 6	Staphylococcus aureus	0.000996035557839014
Ac	Day 0	subject 6	Staphylococcus epidermidis	0.00996114358120488
Ac	Day 0	subject 6	Staphylococcus hominis	0.0233406433727781
Ac	Day 0	subject 7	Actinobacteria	0.105989558987783
Ac	Day 0	subject 7	Alphaproteobacteria	0.00410050827359191
Ac	Day 0	subject 7	Bacteria	0.0952317983438054
Ac	Day 0	subject 7	Corynebacterium tuberculostearicum	0.0115954525996743
Ac	Day 0	subject 7	Cutibacterium acnes	0.203822384703573
Ac	Day 0	subject 7	Eukaryotic virus	0.0302725389569812
Ac	Day 0	subject 7	Firmicutes	0.282086923148836
Ac	Day 0	subject 7	Fungi	0.00340304668933314
Ac	Day 0	subject 7	Gammaproteobacteria	0.032642924270679
Ac	Day 0	subject 7	Malassezia globosa	0.0226367492139718
Ac	Day 0	subject 7	Malassezia restricta	0.104507299359861
Ac	Day 0	subject 7	Micrococcus luteus	0.00591796769289056
Ac	Day 0	subject 7	Proteobacteria	0.0165484139206936
Ac	Day 0	subject 7	Staphylococcus aureus	0.00171905214109635
Ac	Day 0	subject 7	Staphylococcus epidermidis	0.00998833873753302
Ac	Day 0	subject 7	Staphylococcus hominis	0.0695370429596972
Ac	Day 0	subject 8	Actinobacteria	0.216095741620709
Ac	Day 0	subject 8	Alphaproteobacteria	0.00863963009656447
Ac	Day 0	subject 8	Bacteria	0.0277152300074517
Ac	Day 0	subject 8	Corynebacterium tuberculostearicum	0.0244505351462039
Ac	Day 0	subject 8	Cutibacterium acnes	0.455218902495756
Ac	Day 0	subject 8	Eukaryotic virus	1.3657132565518e-05
Ac	Day 0	subject 8	Firmicutes	0.0908069146062181
Ac	Day 0	subject 8	Fungi	0.00460672152850628
Ac	Day 0	subject 8	Gammaproteobacteria	0.0686635812928014
Ac	Day 0	subject 8	Malassezia globosa	0.00142204892838456
Ac	Day 0	subject 8	Malassezia restricta	0.0307443393319443
Ac	Day 0	subject 8	Micrococcus luteus	0.034174626925549
Ac	Day 0	subject 8	Proteobacteria	0.0021646555116346
Ac	Day 0	subject 8	Staphylococcus aureus	0.000542017448693995
Ac	Day 0	subject 8	Staphylococcus epidermidis	0.0253864755123346
Ac	Day 0	subject 8	Staphylococcus hominis	0.00935492241468348
Ac	Day 0	subject 9	Actinobacteria	0.0816664274395699
Ac	Day 0	subject 9	Alphaproteobacteria	0.0047994342199945
Ac	Day 0	subject 9	Bacteria	0.00208270159952624
Ac	Day 0	subject 9	Corynebacterium tuberculostearicum	0.0243545858883896
Ac	Day 0	subject 9	Cutibacterium acnes	0.481954197041379
Ac	Day 0	subject 9	Eukaryotic virus	0.000918885537597152
Ac	Day 0	subject 9	Firmicutes	0.0293542737841639
Ac	Day 0	subject 9	Fungi	0.0270922310762653
Ac	Day 0	subject 9	Gammaproteobacteria	0.0470973198010011
Ac	Day 0	subject 9	Malassezia globosa	0.0961648569374432
Ac	Day 0	subject 9	Malassezia restricta	0.150485567635204
Ac	Day 0	subject 9	Micrococcus luteus	0.0247693518086361
Ac	Day 0	subject 9	Proteobacteria	0.00316064939225227
Ac	Day 0	subject 9	Staphylococcus aureus	0.000801965274364963
Ac	Day 0	subject 9	Staphylococcus epidermidis	0.0239797439604664
Ac	Day 0	subject 9	Staphylococcus hominis	0.00131780860374709
Ac	Day 0	subject 10	Actinobacteria	0.142210394494302
Ac	Day 0	subject 10	Alphaproteobacteria	0.00143236756026637
Ac	Day 0	subject 10	Bacteria	0.00173082885661944
Ac	Day 0	subject 10	Corynebacterium tuberculostearicum	0.000614188948693517
Ac	Day 0	subject 10	Cutibacterium acnes	0.788792753655719
Ac	Day 0	subject 10	Eukaryotic virus	1.20864491911576e-05
Ac	Day 0	subject 10	Firmicutes	0.00605013113797372
Ac	Day 0	subject 10	Fungi	0.00346708428226348
Ac	Day 0	subject 10	Gammaproteobacteria	0.0283212637393945
Ac	Day 0	subject 10	Malassezia globosa	0.00759399002547281
Ac	Day 0	subject 10	Malassezia restricta	0.00645465719253492
Ac	Day 0	subject 10	Micrococcus luteus	0.00965337297030902
Ac	Day 0	subject 10	Proteobacteria	0.000895383889059223
Ac	Day 0	subject 10	Staphylococcus aureus	0.000100638189183516
Ac	Day 0	subject 10	Staphylococcus epidermidis	0.00241679651377473
Ac	Day 0	subject 10	Staphylococcus hominis	0.0002540620952427
Ac	Day 0	subject 11	Actinobacteria	0.0778941773076716
Ac	Day 0	subject 11	Alphaproteobacteria	0.00209610670201233
Ac	Day 0	subject 11	Bacteria	0.00402443335147137
Ac	Day 0	subject 11	Corynebacterium tuberculostearicum	0.0142197407721924
Ac	Day 0	subject 11	Cutibacterium acnes	0.0957642781778018
Ac	Day 0	subject 11	Eukaryotic virus	3.16494190043703e-05
Ac	Day 0	subject 11	Firmicutes	0.141062985775683
Ac	Day 0	subject 11	Fungi	0.0135352744214353
Ac	Day 0	subject 11	Gammaproteobacteria	0.0437067036901316
Ac	Day 0	subject 11	Malassezia globosa	0.0365962613265835
Ac	Day 0	subject 11	Malassezia restricta	0.0028980190895568
Ac	Day 0	subject 11	Micrococcus luteus	0.0107413552281218
Ac	Day 0	subject 11	Proteobacteria	0.00156035448874558
Ac	Day 0	subject 11	Staphylococcus aureus	0.02653060212829
Ac	Day 0	subject 11	Staphylococcus epidermidis	0.00771178132463114
Ac	Day 0	subject 11	Staphylococcus hominis	0.521626276796667
Ac	Day 0	subject 12	Actinobacteria	0.210029262442049
Ac	Day 0	subject 12	Alphaproteobacteria	0.0421199479019396
Ac	Day 0	subject 12	Bacteria	0.0150743742252398
Ac	Day 0	subject 12	Corynebacterium tuberculostearicum	0.0423602648115964
Ac	Day 0	subject 12	Cutibacterium acnes	0.387307078159767
Ac	Day 0	subject 12	Eukaryotic virus	1.9291495041259e-05
Ac	Day 0	subject 12	Firmicutes	0.138114978412817
Ac	Day 0	subject 12	Fungi	0.0113874939300689
Ac	Day 0	subject 12	Gammaproteobacteria	0.0297904778282847
Ac	Day 0	subject 12	Malassezia globosa	0.00266443105798417
Ac	Day 0	subject 12	Malassezia restricta	0.0365011621747798
Ac	Day 0	subject 12	Micrococcus luteus	0.0258886351597969
Ac	Day 0	subject 12	Proteobacteria	0.0108732377908262
Ac	Day 0	subject 12	Staphylococcus aureus	0.00075016356431867
Ac	Day 0	subject 12	Staphylococcus epidermidis	0.0356264306710518
Ac	Day 0	subject 12	Staphylococcus hominis	0.0114927703744369
Ac	Day 0	subject 13	Actinobacteria	0.107509163760286
Ac	Day 0	subject 13	Alphaproteobacteria	0.0029734063458619
Ac	Day 0	subject 13	Bacteria	0.00304828942951076
Ac	Day 0	subject 13	Corynebacterium tuberculostearicum	0.000693125127920511
Ac	Day 0	subject 13	Cutibacterium acnes	0.312669178978903
Ac	Day 0	subject 13	Eukaryotic virus	0.000359119178596497
Ac	Day 0	subject 13	Firmicutes	0.0376043212105307
Ac	Day 0	subject 13	Fungi	0.217869592251336
Ac	Day 0	subject 13	Gammaproteobacteria	0.0262682095169322
Ac	Day 0	subject 13	Malassezia globosa	0.0359494735525163
Ac	Day 0	subject 13	Malassezia restricta	0.238705467823504
Ac	Day 0	subject 13	Micrococcus luteus	0.00258597770881279
Ac	Day 0	subject 13	Proteobacteria	0.00384152502139476
Ac	Day 0	subject 13	Staphylococcus aureus	7.45406305224134e-05
Ac	Day 0	subject 13	Staphylococcus epidermidis	0.00955672524860099
Ac	Day 0	subject 13	Staphylococcus hominis	0.000291884214771533
Ac	Day 0	subject 14	Actinobacteria	0.111397476769738
Ac	Day 0	subject 14	Alphaproteobacteria	0.0122517550470165
Ac	Day 0	subject 14	Bacteria	0.0169273183429037
Ac	Day 0	subject 14	Corynebacterium tuberculostearicum	0.0160231708120305
Ac	Day 0	subject 14	Cutibacterium acnes	0.314893970097266
Ac	Day 0	subject 14	Eukaryotic virus	0.0031324392223818
Ac	Day 0	subject 14	Firmicutes	0.131835316840838
Ac	Day 0	subject 14	Fungi	0.0240116606803603
Ac	Day 0	subject 14	Gammaproteobacteria	0.25770514183654
Ac	Day 0	subject 14	Malassezia globosa	0.0167006399174719
Ac	Day 0	subject 14	Malassezia restricta	0.0397765036264271
Ac	Day 0	subject 14	Micrococcus luteus	0.0139129229798034
Ac	Day 0	subject 14	Proteobacteria	0.00956069721151321
Ac	Day 0	subject 14	Staphylococcus aureus	0.00232324001310458
Ac	Day 0	subject 14	Staphylococcus epidermidis	0.0117693149264749
Ac	Day 0	subject 14	Staphylococcus hominis	0.0177784316761287
Ac	Day 14	subject 5	Actinobacteria	0.35695879659628
Ac	Day 14	subject 5	Alphaproteobacteria	0.0688265758802085
Ac	Day 14	subject 5	Bacteria	0.00144902117097549
Ac	Day 14	subject 5	Corynebacterium tuberculostearicum	0.0263581196430922
Ac	Day 14	subject 5	Cutibacterium acnes	0.116765204966382
Ac	Day 14	subject 5	Eukaryotic virus	2.44433876133777e-05
Ac	Day 14	subject 5	Firmicutes	0.0144499015617609
Ac	Day 14	subject 5	Fungi	0.0233824588246847
Ac	Day 14	subject 5	Gammaproteobacteria	0.0303998552265323
Ac	Day 14	subject 5	Malassezia globosa	0.00581023611883603
Ac	Day 14	subject 5	Malassezia restricta	0.30931691881236
Ac	Day 14	subject 5	Micrococcus luteus	0.0138087986761118
Ac	Day 14	subject 5	Proteobacteria	0.00284015010812983
Ac	Day 14	subject 5	Staphylococcus aureus	0.000723867338445289
Ac	Day 14	subject 5	Staphylococcus epidermidis	0.0114086295450228
Ac	Day 14	subject 5	Staphylococcus hominis	0.017477022143565
Ac	Day 14	subject 6	Actinobacteria	0.144385803742172
Ac	Day 14	subject 6	Alphaproteobacteria	0.0157587773569813
Ac	Day 14	subject 6	Bacteria	0.00591666979139325
Ac	Day 14	subject 6	Corynebacterium tuberculostearicum	0.00408427804233796
Ac	Day 14	subject 6	Cutibacterium acnes	0.486708194283
Ac	Day 14	subject 6	Eukaryotic virus	0.0102191579070165
Ac	Day 14	subject 6	Firmicutes	0.0753105978226905
Ac	Day 14	subject 6	Fungi	0.00653692801879835
Ac	Day 14	subject 6	Gammaproteobacteria	0.0275413401327384
Ac	Day 14	subject 6	Malassezia globosa	0.0139196153669887
Ac	Day 14	subject 6	Malassezia restricta	0.171312874706796
Ac	Day 14	subject 6	Micrococcus luteus	0.0219709942046738
Ac	Day 14	subject 6	Proteobacteria	0.0120171776636211
Ac	Day 14	subject 6	Staphylococcus aureus	0.000217949679403052
Ac	Day 14	subject 6	Staphylococcus epidermidis	0.00183655805117052
Ac	Day 14	subject 6	Staphylococcus hominis	0.00226308323021736
Ac	Day 14	subject 7	Actinobacteria	0.196705959754332
Ac	Day 14	subject 7	Alphaproteobacteria	0.011363237089117
Ac	Day 14	subject 7	Bacteria	0.0530347201252273
Ac	Day 14	subject 7	Corynebacterium tuberculostearicum	0.00796164964769637
Ac	Day 14	subject 7	Cutibacterium acnes	0.212561532832703
Ac	Day 14	subject 7	Eukaryotic virus	0.00182300644315657
Ac	Day 14	subject 7	Firmicutes	0.265811143661565
Ac	Day 14	subject 7	Fungi	0.00374123696588585
Ac	Day 14	subject 7	Gammaproteobacteria	0.0712856625635443
Ac	Day 14	subject 7	Malassezia globosa	0.0291849073398415
Ac	Day 14	subject 7	Malassezia restricta	0.0670632130030263
Ac	Day 14	subject 7	Micrococcus luteus	0.0189765804778416
Ac	Day 14	subject 7	Proteobacteria	0.019427749111539
Ac	Day 14	subject 7	Staphylococcus aureus	0.00101640247501132
Ac	Day 14	subject 7	Staphylococcus epidermidis	0.0369902265467421
Ac	Day 14	subject 7	Staphylococcus hominis	0.00305277196277197
Ac	Day 14	subject 8	Actinobacteria	0.318682450001012
Ac	Day 14	subject 8	Alphaproteobacteria	0.0150248473420251
Ac	Day 14	subject 8	Bacteria	0.0196144856352358
Ac	Day 14	subject 8	Corynebacterium tuberculostearicum	0.0143320606824799
Ac	Day 14	subject 8	Cutibacterium acnes	0.318705621104358
Ac	Day 14	subject 8	Eukaryotic virus	3.28501718327961e-05
Ac	Day 14	subject 8	Firmicutes	0.0677965952556726
Ac	Day 14	subject 8	Fungi	0.0293296306496796
Ac	Day 14	subject 8	Gammaproteobacteria	0.0611086522366421
Ac	Day 14	subject 8	Malassezia globosa	0.00233030906438898
Ac	Day 14	subject 8	Malassezia restricta	0.0232523488606123
Ac	Day 14	subject 8	Micrococcus luteus	0.0986015505867715
Ac	Day 14	subject 8	Proteobacteria	0.00327651133521577
Ac	Day 14	subject 8	Staphylococcus aureus	0.00155011748336007
Ac	Day 14	subject 8	Staphylococcus epidermidis	0.0171551223243608
Ac	Day 14	subject 8	Staphylococcus hominis	0.00920684726635242
Ac	Day 14	subject 9	Actinobacteria	0.109806735583315
Ac	Day 14	subject 9	Alphaproteobacteria	0.0191226274921035
Ac	Day 14	subject 9	Bacteria	0.0108317202444503
Ac	Day 14	subject 9	Corynebacterium tuberculostearicum	0.0224258955943401
Ac	Day 14	subject 9	Cutibacterium acnes	0.537307498566436
Ac	Day 14	subject 9	Eukaryotic virus	0.000115107488217323
Ac	Day 14	subject 9	Firmicutes	0.0431399633134482
Ac	Day 14	subject 9	Fungi	0.0170850137442565
Ac	Day 14	subject 9	Gammaproteobacteria	0.0982331528574641
Ac	Day 14	subject 9	Malassezia globosa	0.0193528424685382
Ac	Day 14	subject 9	Malassezia restricta	0.0374854399587725
Ac	Day 14	subject 9	Micrococcus luteus	0.0603955262260267
Ac	Day 14	subject 9	Proteobacteria	0.0162180114706196
Ac	Day 14	subject 9	Staphylococcus aureus	0.00125403800236762
Ac	Day 14	subject 9	Staphylococcus epidermidis	0.00591325119516421
Ac	Day 14	subject 9	Staphylococcus hominis	0.00131317579447928
Ac	Day 14	subject 10	Actinobacteria	0.100687024056957
Ac	Day 14	subject 10	Alphaproteobacteria	0.000970574468688042
Ac	Day 14	subject 10	Bacteria	0.00159119979909377
Ac	Day 14	subject 10	Corynebacterium tuberculostearicum	0.000446078273300872
Ac	Day 14	subject 10	Cutibacterium acnes	0.835645074133031
Ac	Day 14	subject 10	Eukaryotic virus	4.76370554729847e-06
Ac	Day 14	subject 10	Firmicutes	0.0117883390351225
Ac	Day 14	subject 10	Fungi	0.00521357035577796
Ac	Day 14	subject 10	Gammaproteobacteria	0.015220649955099
Ac	Day 14	subject 10	Malassezia globosa	0.0150153220313809
Ac	Day 14	subject 10	Malassezia restricta	0.00553139501819003
Ac	Day 14	subject 10	Micrococcus luteus	0.00220510708321485
Ac	Day 14	subject 10	Proteobacteria	0.00110493539438108
Ac	Day 14	subject 10	Staphylococcus aureus	0.000294616866155998
Ac	Day 14	subject 10	Staphylococcus epidermidis	0.00327327644247447
Ac	Day 14	subject 10	Staphylococcus hominis	0.00100807338158601
Ac	Day 14	subject 11	Actinobacteria	0.0155576061357322
Ac	Day 14	subject 11	Alphaproteobacteria	0.000220813790963386
Ac	Day 14	subject 11	Bacteria	0.000385568908358856
Ac	Day 14	subject 11	Corynebacterium tuberculostearicum	0.00225448563187505
Ac	Day 14	subject 11	Cutibacterium acnes	0.0123731865626035
Ac	Day 14	subject 11	Eukaryotic virus	4.43613912879966e-05
Ac	Day 14	subject 11	Firmicutes	0.0425816387539349
Ac	Day 14	subject 11	Fungi	0.00358797581178587
Ac	Day 14	subject 11	Gammaproteobacteria	0.00638064678025684
Ac	Day 14	subject 11	Malassezia globosa	0.0188501703940903
Ac	Day 14	subject 11	Malassezia restricta	0.000554738094539201
Ac	Day 14	subject 11	Micrococcus luteus	0.00409305563249523
Ac	Day 14	subject 11	Proteobacteria	0.000428937134170256
Ac	Day 14	subject 11	Staphylococcus aureus	0.0216571870861121
Ac	Day 14	subject 11	Staphylococcus epidermidis	0.00467306427082784
Ac	Day 14	subject 11	Staphylococcus hominis	0.866356563620967
Ac	Day 14	subject 12	Actinobacteria	0.289682345043372
Ac	Day 14	subject 12	Alphaproteobacteria	0.0341725604859226
Ac	Day 14	subject 12	Bacteria	0.00919560256782865
Ac	Day 14	subject 12	Corynebacterium tuberculostearicum	0.014047800149197
Ac	Day 14	subject 12	Cutibacterium acnes	0.365245000106151
Ac	Day 14	subject 12	Eukaryotic virus	3.66037838063396e-05
Ac	Day 14	subject 12	Firmicutes	0.0714234991899583
Ac	Day 14	subject 12	Fungi	0.0148311211226527
Ac	Day 14	subject 12	Gammaproteobacteria	0.0600485073343002
Ac	Day 14	subject 12	Malassezia globosa	0.00256885354752892
Ac	Day 14	subject 12	Malassezia restricta	0.0665705695329138
Ac	Day 14	subject 12	Micrococcus luteus	0.0188443599791798
Ac	Day 14	subject 12	Proteobacteria	0.00818167775639304
Ac	Day 14	subject 12	Staphylococcus aureus	0.00032650575155255
Ac	Day 14	subject 12	Staphylococcus epidermidis	0.0380035124990941
Ac	Day 14	subject 12	Staphylococcus hominis	0.00682148115014946
Ac	Day 14	subject 13	Actinobacteria	0.127976502774195
Ac	Day 14	subject 13	Alphaproteobacteria	0.0084779718831579
Ac	Day 14	subject 13	Bacteria	0.00521596676620826
Ac	Day 14	subject 13	Corynebacterium tuberculostearicum	0.00101371298495472
Ac	Day 14	subject 13	Cutibacterium acnes	0.368612848117072
Ac	Day 14	subject 13	Eukaryotic virus	0.0001085994305273
Ac	Day 14	subject 13	Firmicutes	0.0169583097669809
Ac	Day 14	subject 13	Fungi	0.0888045225629513
Ac	Day 14	subject 13	Gammaproteobacteria	0.0488975442450997
Ac	Day 14	subject 13	Malassezia globosa	0.0161253592328385
Ac	Day 14	subject 13	Malassezia restricta	0.30233998648777
Ac	Day 14	subject 13	Micrococcus luteus	0.0103692345147918
Ac	Day 14	subject 13	Proteobacteria	0.00470869622361451
Ac	Day 14	subject 13	Staphylococcus aureus	3.37155094774297e-05
Ac	Day 14	subject 13	Staphylococcus epidermidis	0.000277176977914449
Ac	Day 14	subject 13	Staphylococcus hominis	7.9852522446544e-05
Ac	Day 14	subject 14	Actinobacteria	0.157505826822109
Ac	Day 14	subject 14	Alphaproteobacteria	0.0113513037867011
Ac	Day 14	subject 14	Bacteria	0.0162451574764953
Ac	Day 14	subject 14	Corynebacterium tuberculostearicum	0.0242865104273604
Ac	Day 14	subject 14	Cutibacterium acnes	0.340163444334388
Ac	Day 14	subject 14	Eukaryotic virus	0.000872049078425754
Ac	Day 14	subject 14	Firmicutes	0.0744693812625646
Ac	Day 14	subject 14	Fungi	0.00873064400768035
Ac	Day 14	subject 14	Gammaproteobacteria	0.204924764614437
Ac	Day 14	subject 14	Malassezia globosa	0.0119289093858654
Ac	Day 14	subject 14	Malassezia restricta	0.0429391099909975
Ac	Day 14	subject 14	Micrococcus luteus	0.0553215300230816
Ac	Day 14	subject 14	Proteobacteria	0.00839107509098416
Ac	Day 14	subject 14	Staphylococcus aureus	0.000672369017777166
Ac	Day 14	subject 14	Staphylococcus epidermidis	0.00988472707007303
Ac	Day 14	subject 14	Staphylococcus hominis	0.0323131976110593
Ac	Day 56	subject 5	Actinobacteria	0.263233328149643
Ac	Day 56	subject 5	Alphaproteobacteria	0.0522399884134503
Ac	Day 56	subject 5	Bacteria	0.00331458083186889
Ac	Day 56	subject 5	Corynebacterium tuberculostearicum	0.0704678469908009
Ac	Day 56	subject 5	Cutibacterium acnes	0.0263539277135453
Ac	Day 56	subject 5	Eukaryotic virus	3.29709421880559e-05
Ac	Day 56	subject 5	Firmicutes	0.0216508297130927
Ac	Day 56	subject 5	Fungi	0.0203317250543787
Ac	Day 56	subject 5	Gammaproteobacteria	0.0558938896301048
Ac	Day 56	subject 5	Malassezia globosa	0.00625179788411982
Ac	Day 56	subject 5	Malassezia restricta	0.155620577872493
Ac	Day 56	subject 5	Micrococcus luteus	0.018519257633207
Ac	Day 56	subject 5	Proteobacteria	0.000926790492354947
Ac	Day 56	subject 5	Staphylococcus aureus	0.00286820499916905
Ac	Day 56	subject 5	Staphylococcus epidermidis	0.0666364099315954
Ac	Day 56	subject 5	Staphylococcus hominis	0.235657873747989
Ac	Day 56	subject 6	Actinobacteria	0.178972269592693
Ac	Day 56	subject 6	Alphaproteobacteria	0.0386461252937496
Ac	Day 56	subject 6	Bacteria	0.0155744442597956
Ac	Day 56	subject 6	Corynebacterium tuberculostearicum	0.00641313767500895
Ac	Day 56	subject 6	Cutibacterium acnes	0.124901154030183
Ac	Day 56	subject 6	Eukaryotic virus	0.00344636442013524
Ac	Day 56	subject 6	Firmicutes	0.163406747959228
Ac	Day 56	subject 6	Fungi	0.00864267892932945
Ac	Day 56	subject 6	Gammaproteobacteria	0.220166920032077
Ac	Day 56	subject 6	Malassezia globosa	0.0317433584988573
Ac	Day 56	subject 6	Malassezia restricta	0.147720770870302
Ac	Day 56	subject 6	Micrococcus luteus	0.0246487552378605
Ac	Day 56	subject 6	Proteobacteria	0.0261834469666974
Ac	Day 56	subject 6	Staphylococcus aureus	0.00120678521119299
Ac	Day 56	subject 6	Staphylococcus epidermidis	0.00378430889240093
Ac	Day 56	subject 6	Staphylococcus hominis	0.00454273213048895
Ac	Day 56	subject 7	Actinobacteria	0.109009414336308
Ac	Day 56	subject 7	Alphaproteobacteria	0.040353838895204
Ac	Day 56	subject 7	Bacteria	0.0226250649487676
Ac	Day 56	subject 7	Corynebacterium tuberculostearicum	0.00380236463283292
Ac	Day 56	subject 7	Cutibacterium acnes	0.108894945243958
Ac	Day 56	subject 7	Eukaryotic virus	0.0023839432711086
Ac	Day 56	subject 7	Firmicutes	0.109976927012516
Ac	Day 56	subject 7	Fungi	0.00363514021966121
Ac	Day 56	subject 7	Gammaproteobacteria	0.104045437261979
Ac	Day 56	subject 7	Malassezia globosa	0.0667961992279806
Ac	Day 56	subject 7	Malassezia restricta	0.0889136186367627
Ac	Day 56	subject 7	Micrococcus luteus	0.0184305192517106
Ac	Day 56	subject 7	Proteobacteria	0.00402234436682666
Ac	Day 56	subject 7	Staphylococcus aureus	0.00341117895202053
Ac	Day 56	subject 7	Staphylococcus epidermidis	0.0237508435874414
Ac	Day 56	subject 7	Staphylococcus hominis	0.289948220154921
Ac	Day 56	subject 8	Actinobacteria	0.405591263986713
Ac	Day 56	subject 8	Alphaproteobacteria	0.0268425340761456
Ac	Day 56	subject 8	Bacteria	0.0109031082981274
Ac	Day 56	subject 8	Corynebacterium tuberculostearicum	0.0171884781261502
Ac	Day 56	subject 8	Cutibacterium acnes	0.227792702530113
