group	site_specific	Taxa	relab
389	Pt05 Pre-Tx	Ph	C.kefirresidentii	0.0813162083039725
390	Pt05 Pre-Tx	Ph	C.minutissimum_B	0.016286374379334
391	Pt05 Pre-Tx	Ph	C.mucifaciens	0.0373429042328524
392	Pt05 Pre-Tx	Ph	C.sp001812805	0.0167913716769145
393	Pt05 Pre-Tx	Ph	C.sp900539985	0.0144121170755698
394	Pt05 Pre-Tx	Ph	C.sp943912665	0.0172386009736204
395	Pt05 Pre-Tx	Ph	C.tuberculostearicum	0.0177116871035723
396	Pt05 Pre-Tx	Ph	C.tuberculostearicum_D	0.0179600731027828
397	Pt05 Pre-Tx	Ra	C.jeikeium_A	0.152496214890767
398	Pt05 Pre-Tx	Ra	C.kefirresidentii	0.847503785109233
399	Pt05 Pre-Tx	Vf	C.jeikeium_A	0.164499482103531
400	Pt05 Pre-Tx	Vf	C.kefirresidentii	0.835500517896469
401	Pt03 Post-Tx-offIS-24M	Hp	C.matruchotii	0.331719142304167
402	Pt03 Post-Tx-offIS-24M	Hp	C.tuberculostearicum	0.377358737748361
403	Pt03 Post-Tx-offIS-24M	Hp	C.tuberculostearicum_D	0.290922119947473
404	Pt03 Post-Tx-offIS-24M	Ph	C.afermentans	0.387011007384845
405	Pt03 Post-Tx-offIS-24M	Ph	C.aurimucosum_E	0.0424944492688072
406	Pt03 Post-Tx-offIS-24M	Ph	C.haemomassiliense	0.09455624992482
407	Pt03 Post-Tx-offIS-24M	Ph	C.lipophilum	0.132843424387792
408	Pt03 Post-Tx-offIS-24M	Ph	C.sp025144025	0.062448943998752
409	Pt03 Post-Tx-offIS-24M	Ph	C.sp900539985	0.0453831563805268
410	Pt03 Post-Tx-offIS-24M	Ph	C.tuberculostearicum	0.0688882482042576
411	Pt03 Post-Tx-offIS-24M	Ph	C.tuberculostearicum_D	0.1663745204502
412	Pt03 Post-Tx-offIS-24M	Vf	C.durum	0.20495372839922
413	Pt03 Post-Tx-offIS-24M	Vf	C.haemomassiliense	0.130496728055724
414	Pt03 Post-Tx-offIS-24M	Vf	C.kefirresidentii	0.129269364639809
415	Pt03 Post-Tx-offIS-24M	Vf	C.matruchotii	0.157612562502593
416	Pt03 Post-Tx-offIS-24M	Vf	C.mucifaciens	0.154034352318474
417	Pt03 Post-Tx-offIS-24M	Vf	C.tuberculostearicum	0.22363326408418
418	Pt04 Post-Tx-offIS-24M	Ac	C.kefirresidentii	1
419	Pt04 Post-Tx-offIS-24M	Hp	C.accolens	0.0304293797088195
420	Pt04 Post-Tx-offIS-24M	Hp	C.gottingense	0.0756430791261578
421	Pt04 Post-Tx-offIS-24M	Hp	C.kefirresidentii	0.754087960398677
422	Pt04 Post-Tx-offIS-24M	Hp	C.sp022346005	0.0357476458082836
423	Pt04 Post-Tx-offIS-24M	Hp	C.tuberculostearicum	0.104091934958062
424	Pt04 Post-Tx-offIS-24M	Ic	C.gottingense	0.477701905513911
425	Pt04 Post-Tx-offIS-24M	Ic	C.tuberculostearicum	0.522298094486089
426	Pt04 Post-Tx-offIS-24M	Mb	C.gottingense	0.305944198583765
427	Pt04 Post-Tx-offIS-24M	Mb	C.kefirresidentii	0.286222630386905
428	Pt04 Post-Tx-offIS-24M	Mb	C.sp022346005	0.0779830586150237
429	Pt04 Post-Tx-offIS-24M	Mb	C.tuberculostearicum	0.329850112414306
430	Pt04 Post-Tx-offIS-24M	Ra	C.kefirresidentii	1
431	Pt04 Pre-Tx	Hp	C.aurimucosum_C	0.0212242623378051
432	Pt04 Pre-Tx	Hp	C.kefirresidentii	0.413021648903051
433	Pt04 Pre-Tx	Hp	C.phoceense	0.0365797601811723
434	Pt04 Pre-Tx	Hp	C.simulans	0.259450255190323
435	Pt04 Pre-Tx	Hp	C.sp022346005	0.0211915911513338
436	Pt04 Pre-Tx	Hp	C.sp943912665	0.0625562307300841
437	Pt04 Pre-Tx	Hp	C.striatum	0.0510811609904179
438	Pt04 Pre-Tx	Hp	C.tuberculostearicum	0.0929566771337845
439	Pt04 Pre-Tx	Hp	C.tuberculostearicum_D	0.0419384133820284
440	Pt04 Pre-Tx	Ic	C.simulans	0.587228204319236
441	Pt04 Pre-Tx	Ic	C.sp943912665	0.170476494927505
442	Pt04 Pre-Tx	Ic	C.tuberculostearicum	0.242295300753258
443	Pt04 Pre-Tx	Pc	C.simulans	1
444	Pt04 Pre-Tx	Ph	C.ammoniagenes	0.0637301387619772
445	Pt04 Pre-Tx	Ph	C.aurimucosum_C	0.0339448989526758
446	Pt04 Pre-Tx	Ph	C.aurimucosum_E	0.0496584977080652
447	Pt04 Pre-Tx	Ph	C.phoceense	0.0433969741100216
448	Pt04 Pre-Tx	Ph	C.simulans	0.33560981509147
449	Pt04 Pre-Tx	Ph	C.sp025144025	0.0293079794372943
450	Pt04 Pre-Tx	Ph	C.sp900539985	0.0544655756109683
451	Pt04 Pre-Tx	Ph	C.sp943912665	0.0879544475752651
452	Pt04 Pre-Tx	Ph	C.striatum	0.0588255722442826
453	Pt04 Pre-Tx	Ph	C.tuberculostearicum	0.154056056350893
454	Pt04 Pre-Tx	Ph	C.tuberculostearicum_D	0.0890500441570868
455	Pt04 Pre-Tx	Ra	C.kefirresidentii	1
456	Pt04 Pre-Tx	Vf	C.simulans	1
457	Pt13 Post-Tx-onIS>12M	Hp	C.afermentans	0.236205566230633
458	Pt13 Post-Tx-onIS>12M	Hp	C.durum	0.503717159685595
459	Pt13 Post-Tx-onIS>12M	Hp	C.kefirresidentii	0.128040549533512
460	Pt13 Post-Tx-onIS>12M	Hp	C.tuberculostearicum_D	0.13203672455026
461	Pt13 Post-Tx-onIS>12M	Ic	C.durum	0.0762681613282621
462	Pt13 Post-Tx-onIS>12M	Ic	C.pyruviciproducens	0.923731838671738
463	Pt13 Post-Tx-onIS>12M	Mb	C.durum	1
464	Pt13 Post-Tx-onIS>12M	Pc	C.afermentans	0.311927673185
465	Pt13 Post-Tx-onIS>12M	Pc	C.lipophilum	0.132857791981993
466	Pt13 Post-Tx-onIS>12M	Pc	C.mucifaciens	0.115856174182665
467	Pt13 Post-Tx-onIS>12M	Pc	C.pyruviciproducens	0.14046997883461
468	Pt13 Post-Tx-onIS>12M	Pc	C.tuberculostearicum	0.100849587991391
469	Pt13 Post-Tx-onIS>12M	Pc	C.tuberculostearicum_D	0.198038793824341
470	Pt13 Post-Tx-onIS>12M	Ph	C.afermentans	0.72651831408741
471	Pt13 Post-Tx-onIS>12M	Ph	C.lipophilum	0.241253389420786
472	Pt13 Post-Tx-onIS>12M	Ph	C.tuberculostearicum_D	0.0322282964918033
473	Pt13 Post-Tx-onIS>12M	Ra	C.durum	1
474	Pt13 Post-Tx-onIS>12M	Vf	C.durum	1
475	Pt13 Pre-Tx	Ic	C.simulans	1
476	Pt13 Pre-Tx	Pc	C.simulans	1
477	Pt13 Pre-Tx	Ph	C.afermentans	0.0837432670909305
478	Pt13 Pre-Tx	Ph	C.aurimucosum_E	0.089598261479866
479	Pt13 Pre-Tx	Ph	C.kefirresidentii	0.049987112649302
480	Pt13 Pre-Tx	Ph	C.otitidis	0.0654902749977074
481	Pt13 Pre-Tx	Ph	C.simulans	0.141141886565591
482	Pt13 Pre-Tx	Ph	C.sp025144025	0.077236590455763
483	Pt13 Pre-Tx	Ph	C.sp900539985	0.113472738644249
484	Pt13 Pre-Tx	Ph	C.tuberculostearicum	0.120342498914838
485	Pt13 Pre-Tx	Ph	C.tuberculostearicum_D	0.258987369201752
486	Pt13 Pre-Tx	Ra	C.amycolatum_A	0.0755742304172154
487	Pt13 Pre-Tx	Ra	C.otitidis	0.0770800901391434
488	Pt13 Pre-Tx	Ra	C.simulans	0.481426201172224
489	Pt13 Pre-Tx	Ra	C.sp900539985	0.365919478271418
490	Pt10 Post-Tx-offIS-12M	Ic	C.haemomassiliense	0.659804252956135
491	Pt10 Post-Tx-offIS-12M	Ic	C.lujinxingii	0.17672204769789
492	Pt10 Post-Tx-offIS-12M	Ic	C.mucifaciens	0.163473699345975
493	Pt10 Post-Tx-offIS-12M	Vf	C.amycolatum_A	0.618958407419789
494	Pt10 Post-Tx-offIS-12M	Vf	C.bovis	0.38104159258021
495	Pt12 Post-Tx-onIS>12M	Ac	C.aurimucosum_E	0.0204301993734406
496	Pt12 Post-Tx-onIS>12M	Ac	C.durum	0.0297656982121707
497	Pt12 Post-Tx-onIS>12M	Ac	C.gottingense	0.0866435273560425
498	Pt12 Post-Tx-onIS>12M	Ac	C.jeikeium_A	0.0753094111402599
499	Pt12 Post-Tx-onIS>12M	Ac	C.kefirresidentii	0.0258989090870428
500	Pt12 Post-Tx-onIS>12M	Ac	C.simulans	0.0407923982087738
501	Pt12 Post-Tx-onIS>12M	Ac	C.singulare	0.29209236931627
502	Pt12 Post-Tx-onIS>12M	Ac	C.sp943912665	0.0363460856173934
503	Pt12 Post-Tx-onIS>12M	Ac	C.sp943913395	0.313189581528264
504	Pt12 Post-Tx-onIS>12M	Ac	C.tuberculostearicum	0.0527560323833829
505	Pt12 Post-Tx-onIS>12M	Ac	C.tuberculostearicum_D	0.0267757877769594
506	Pt12 Post-Tx-onIS>12M	Hp	C.aurimucosum_E	0.011469041704804
507	Pt12 Post-Tx-onIS>12M	Hp	C.durum	0.0168575360663928
508	Pt12 Post-Tx-onIS>12M	Hp	C.gottingense	0.0954167517193506
509	Pt12 Post-Tx-onIS>12M	Hp	C.haemomassiliense	0.0062901624725601
510	Pt12 Post-Tx-onIS>12M	Hp	C.jeikeium_A	0.107824886678061
511	Pt12 Post-Tx-onIS>12M	Hp	C.kefirresidentii	0.0577499631406354
512	Pt12 Post-Tx-onIS>12M	Hp	C.pyruviciproducens	0.00707962001729795
513	Pt12 Post-Tx-onIS>12M	Hp	C.simulans	0.0439108906865779
514	Pt12 Post-Tx-onIS>12M	Hp	C.singulare	0.247945108960924
515	Pt12 Post-Tx-onIS>12M	Hp	C.sp022347285	0.0163829628677098
516	Pt12 Post-Tx-onIS>12M	Hp	C.sp900539985	0.0179832482581079
517	Pt12 Post-Tx-onIS>12M	Hp	C.sp943912665	0.023225028366549
518	Pt12 Post-Tx-onIS>12M	Hp	C.sp943913395	0.276536841684204
519	Pt12 Post-Tx-onIS>12M	Hp	C.sp943913645	0.00325843363660701
520	Pt12 Post-Tx-onIS>12M	Hp	C.tuberculostearicum	0.047089153593425
521	Pt12 Post-Tx-onIS>12M	Hp	C.tuberculostearicum_D	0.020980370146794
522	Pt12 Post-Tx-onIS>12M	Ic	C._na	0.016676323362326
523	Pt12 Post-Tx-onIS>12M	Ic	C.afermentans	0.00319635175106177
524	Pt12 Post-Tx-onIS>12M	Ic	C.amycolatum_A	0.00110946001453975
525	Pt12 Post-Tx-onIS>12M	Ic	C.aurimucosum_C	0.00502472926981731
526	Pt12 Post-Tx-onIS>12M	Ic	C.aurimucosum_E	0.0218476024335034
527	Pt12 Post-Tx-onIS>12M	Ic	C.genitalium_A	0.000849667326600642
528	Pt12 Post-Tx-onIS>12M	Ic	C.gottingense	0.0789404860603785
529	Pt12 Post-Tx-onIS>12M	Ic	C.haemomassiliense	0.0268164854956775
530	Pt12 Post-Tx-onIS>12M	Ic	C.jeikeium_A	0.0714563919855606
531	Pt12 Post-Tx-onIS>12M	Ic	C.kefirresidentii	0.23040209495039
532	Pt12 Post-Tx-onIS>12M	Ic	C.lipophilum	0.0037473870337594
533	Pt12 Post-Tx-onIS>12M	Ic	C.mucifaciens	0.00124463714314533
534	Pt12 Post-Tx-onIS>12M	Ic	C.pyruviciproducens	0.00365507112234922
535	Pt12 Post-Tx-onIS>12M	Ic	C.simulans	0.0265623264800748
536	Pt12 Post-Tx-onIS>12M	Ic	C.singulare	0.189187988610858
537	Pt12 Post-Tx-onIS>12M	Ic	C.sp022347285	0.0100213967753789
538	Pt12 Post-Tx-onIS>12M	Ic	C.sp900539985	0.0217526191090296
539	Pt12 Post-Tx-onIS>12M	Ic	C.sp943912665	0.0561539901397784
540	Pt12 Post-Tx-onIS>12M	Ic	C.sp943913395	0.145620215608284
541	Pt12 Post-Tx-onIS>12M	Ic	C.sp943913645	0.00149509961456676
542	Pt12 Post-Tx-onIS>12M	Ic	C.tuberculostearicum	0.0592876615349958
543	Pt12 Post-Tx-onIS>12M	Ic	C.tuberculostearicum_D	0.0249520141779243
544	Pt12 Post-Tx-onIS>12M	Mb	C.afermentans	0.00551677052259392
545	Pt12 Post-Tx-onIS>12M	Mb	C.amycolatum_A	0.0048870966006067
546	Pt12 Post-Tx-onIS>12M	Mb	C.aurimucosum_E	0.0141707251853091
547	Pt12 Post-Tx-onIS>12M	Mb	C.durum	0.0168614468577998
548	Pt12 Post-Tx-onIS>12M	Mb	C.gottingense	0.0670207635261626
549	Pt12 Post-Tx-onIS>12M	Mb	C.haemomassiliense	0.0139160039104204
550	Pt12 Post-Tx-onIS>12M	Mb	C.jeikeium_A	0.119732251690012
551	Pt12 Post-Tx-onIS>12M	Mb	C.kefirresidentii	0.0524935379486658
552	Pt12 Post-Tx-onIS>12M	Mb	C.lipophilum	0.00661497041495171
553	Pt12 Post-Tx-onIS>12M	Mb	C.pyruviciproducens	0.00862175466829836
554	Pt12 Post-Tx-onIS>12M	Mb	C.simulans	0.0243784999025978
555	Pt12 Post-Tx-onIS>12M	Mb	C.singulare	0.228878747532901
556	Pt12 Post-Tx-onIS>12M	Mb	C.sp022347285	0.0274224283957337
557	Pt12 Post-Tx-onIS>12M	Mb	C.sp900539985	0.0222377704369472
558	Pt12 Post-Tx-onIS>12M	Mb	C.sp943912665	0.0280517545518663
559	Pt12 Post-Tx-onIS>12M	Mb	C.sp943913395	0.288093811037216
560	Pt12 Post-Tx-onIS>12M	Mb	C.tuberculostearicum	0.0511195320985498
561	Pt12 Post-Tx-onIS>12M	Mb	C.tuberculostearicum_D	0.0199821347193678
562	Pt12 Post-Tx-onIS>12M	Pc	C.afermentans	0.0103666136327228
563	Pt12 Post-Tx-onIS>12M	Pc	C.amycolatum_A	0.00469839484687629
564	Pt12 Post-Tx-onIS>12M	Pc	C.aurimucosum_C	0.00554064003461336
565	Pt12 Post-Tx-onIS>12M	Pc	C.aurimucosum_E	0.0295432377817381
566	Pt12 Post-Tx-onIS>12M	Pc	C.durum	0.015702147619408
567	Pt12 Post-Tx-onIS>12M	Pc	C.gottingense	0.0664684670557634
568	Pt12 Post-Tx-onIS>12M	Pc	C.haemomassiliense	0.0143246791259782
569	Pt12 Post-Tx-onIS>12M	Pc	C.jeikeium_A	0.0601076018588259
570	Pt12 Post-Tx-onIS>12M	Pc	C.kefirresidentii	0.0602109795707855
571	Pt12 Post-Tx-onIS>12M	Pc	C.lipophilum	0.00369170391736567
572	Pt12 Post-Tx-onIS>12M	Pc	C.pyruviciproducens	0.00730156481866367
573	Pt12 Post-Tx-onIS>12M	Pc	C.simulans	0.0300919846155886
574	Pt12 Post-Tx-onIS>12M	Pc	C.singulare	0.210973169838797
575	Pt12 Post-Tx-onIS>12M	Pc	C.sp022347285	0.0375721148195801
576	Pt12 Post-Tx-onIS>12M	Pc	C.sp900539985	0.034771967749584
577	Pt12 Post-Tx-onIS>12M	Pc	C.sp943912665	0.0281353559082525
578	Pt12 Post-Tx-onIS>12M	Pc	C.sp943913395	0.236142804840712
579	Pt12 Post-Tx-onIS>12M	Pc	C.sp943913645	0.00373077043207064
580	Pt12 Post-Tx-onIS>12M	Pc	C.tuberculostearicum	0.065895724121047
581	Pt12 Post-Tx-onIS>12M	Pc	C.tuberculostearicum_D	0.074730077411627
582	Pt12 Post-Tx-onIS>12M	Ph	C.aurimucosum_E	0.120108499102553
583	Pt12 Post-Tx-onIS>12M	Ph	C.singulare	0.0403716809393286
584	Pt12 Post-Tx-onIS>12M	Ph	C.sp900539985	0.146889319725431
585	Pt12 Post-Tx-onIS>12M	Ph	C.sp943913395	0.0346437426534315
586	Pt12 Post-Tx-onIS>12M	Ph	C.tuberculostearicum	0.181406209531955
587	Pt12 Post-Tx-onIS>12M	Ph	C.tuberculostearicum_D	0.476580548047301
588	Pt12 Post-Tx-onIS>12M	Ra	C.aurimucosum_E	0.0264957262781758
589	Pt12 Post-Tx-onIS>12M	Ra	C.durum	0.0162401086769298
590	Pt12 Post-Tx-onIS>12M	Ra	C.gottingense	0.0236716262387805
591	Pt12 Post-Tx-onIS>12M	Ra	C.jeikeium_A	0.0412025629599471
592	Pt12 Post-Tx-onIS>12M	Ra	C.kefirresidentii	0.233697004691367
593	Pt12 Post-Tx-onIS>12M	Ra	C.simulans	0.0230116805662077
594	Pt12 Post-Tx-onIS>12M	Ra	C.singulare	0.272514570162176
595	Pt12 Post-Tx-onIS>12M	Ra	C.sp943912665	0.0193856558419131
596	Pt12 Post-Tx-onIS>12M	Ra	C.sp943913395	0.309553448823668
597	Pt12 Post-Tx-onIS>12M	Ra	C.tuberculostearicum	0.0342276157608343
598	Pt12 Post-Tx-onIS>12M	Vf	C.amycolatum_A	0.00380372045384351
599	Pt12 Post-Tx-onIS>12M	Vf	C.aurimucosum_E	0.0230940194018231
600	Pt12 Post-Tx-onIS>12M	Vf	C.durum	0.037964917281401
601	Pt12 Post-Tx-onIS>12M	Vf	C.gottingense	0.070635018119591
602	Pt12 Post-Tx-onIS>12M	Vf	C.haemomassiliense	0.0120058326366957
603	Pt12 Post-Tx-onIS>12M	Vf	C.jeikeium_A	0.0692834560303493
604	Pt12 Post-Tx-onIS>12M	Vf	C.kefirresidentii	0.0580277995825193
605	Pt12 Post-Tx-onIS>12M	Vf	C.propinquum	0.00438513706280367
606	Pt12 Post-Tx-onIS>12M	Vf	C.pyruviciproducens	0.00744530622086574
607	Pt12 Post-Tx-onIS>12M	Vf	C.simulans	0.0358359146429812
608	Pt12 Post-Tx-onIS>12M	Vf	C.singulare	0.234111688790622
609	Pt12 Post-Tx-onIS>12M	Vf	C.sp022347285	0.0245672014577848
610	Pt12 Post-Tx-onIS>12M	Vf	C.sp900539985	0.0245071735045638
611	Pt12 Post-Tx-onIS>12M	Vf	C.sp943912665	0.0331281330654665
612	Pt12 Post-Tx-onIS>12M	Vf	C.sp943913395	0.27069772002949
613	Pt12 Post-Tx-onIS>12M	Vf	C.sp943913645	0.00304035499674576
614	Pt12 Post-Tx-onIS>12M	Vf	C.tuberculostearicum	0.0581620624459302
615	Pt12 Post-Tx-onIS>12M	Vf	C.tuberculostearicum_D	0.0293045442765239
616	Pt12 Pre-Tx	Ic	C.striatum	1
617	Pt12 Pre-Tx	Pc	C.striatum	1
618	Pt12 Pre-Tx	Ph	C.striatum	1
619	Pt12 Pre-Tx	Vf	C.striatum	1
620	Pt07 Post-Tx-offIS-12M	Ic	C.pyruviciproducens	0.922321584925292
621	Pt07 Post-Tx-offIS-12M	Ic	C.sp022288805	0.0776784150747077
622	Pt07 Post-Tx-offIS-24M	Ac	C.massiliense	0.30384943258778
623	Pt07 Post-Tx-offIS-24M	Ac	C.wankanglinii	0.69615056741222
624	Pt07 Post-Tx-offIS-24M	Hp	C.sp025144025	1
625	Pt07 Post-Tx-offIS-24M	Ic	C.massiliense	0.517301943337268
626	Pt07 Post-Tx-offIS-24M	Ic	C.tuberculostearicum	0.248157995629373
627	Pt07 Post-Tx-offIS-24M	Ic	C.tuberculostearicum_D	0.234540061033359
628	Pt07 Post-Tx-offIS-24M	Ph	C.appendicis	0.687040594200371
629	Pt07 Post-Tx-offIS-24M	Ph	C.tuberculostearicum_D	0.312959405799629
630	Pt08 Post-Tx-offIS-12M	Ic	C.sp943914015	1
631	Pt08 Post-Tx-offIS-12M	Ph	C.afermentans	0.529581484631215
632	Pt08 Post-Tx-offIS-12M	Ph	C.tuberculostearicum_D	0.470418515368785
633	Pt08 Post-Tx-offIS-24M	Ic	C.glucuronolyticum	1
634	Pt08 Post-Tx-offIS-24M	Mb	C.wankanglinii	1
635	Pt08 Post-Tx-offIS-24M	Ph	C.afermentans	0.342608321092827
636	Pt08 Post-Tx-offIS-24M	Ph	C.aurimucosum_E	0.0810968991354546
637	Pt08 Post-Tx-offIS-24M	Ph	C.lipophilum	0.100259862712184
638	Pt08 Post-Tx-offIS-24M	Ph	C.sp025144025	0.0624210949573125
639	Pt08 Post-Tx-offIS-24M	Ph	C.sp900539985	0.0791939351378965
640	Pt08 Post-Tx-offIS-24M	Ph	C.tuberculostearicum	0.101558232750413
641	Pt08 Post-Tx-offIS-24M	Ph	C.tuberculostearicum_D	0.232861654213912
642	Pt08 Post-Tx-offIS-24M	Ra	C.aurimucosum_E	1
643	Pt08 Post-Tx-offIS-24M	Vf	C.glucuronolyticum	1
644	Pt08 Pre-Tx	Ph	C.afermentans	0.155191263203561
645	Pt08 Pre-Tx	Ph	C.aurimucosum_E	0.0840744567463259
646	Pt08 Pre-Tx	Ph	C.sp025144025	0.326291084715916
647	Pt08 Pre-Tx	Ph	C.sp900539985	0.085772896200886
648	Pt08 Pre-Tx	Ph	C.tuberculostearicum	0.103657281175472
649	Pt08 Pre-Tx	Ph	C.tuberculostearicum_D	0.245013017957839
650	Pt06 Post-Tx-offIS-12M	Ac	C.kefirresidentii	1
651	Pt06 Post-Tx-offIS-12M	Hp	C.kefirresidentii	1
652	Pt06 Post-Tx-offIS-12M	Ic	C.kefirresidentii	0.249471818204954
653	Pt06 Post-Tx-offIS-12M	Ic	C.pyruviciproducens	0.750528181795046
654	Pt06 Post-Tx-offIS-12M	Mb	C.kefirresidentii	1
655	Pt06 Post-Tx-offIS-12M	Vf	C.kefirresidentii	1
656	Pt06 Post-Tx-offIS-24M	Ac	C.kefirresidentii	1
657	Pt06 Post-Tx-offIS-24M	Hp	C.kefirresidentii	1
658	Pt06 Post-Tx-offIS-24M	Ic	C.amycolatum_A	0.0148142775743254
659	Pt06 Post-Tx-offIS-24M	Ic	C.aurimucosum_E	0.115613696019116
660	Pt06 Post-Tx-offIS-24M	Ic	C.coyleae	0.013832722919797
661	Pt06 Post-Tx-offIS-24M	Ic	C.kefirresidentii	0.749498218351506
662	Pt06 Post-Tx-offIS-24M	Ic	C.minutissimum_A	0.0387860840158335
663	Pt06 Post-Tx-offIS-24M	Ic	C.riegelii	0.0249393328986837
664	Pt06 Post-Tx-offIS-24M	Ic	C.sp900539985	0.0425156682207382
665	Pt06 Post-Tx-offIS-24M	Mb	C.kefirresidentii	1
666	Pt06 Post-Tx-offIS-24M	Ph	C.amycolatum_A	0.10329973025952
667	Pt06 Post-Tx-offIS-24M	Ph	C.aurimucosum_E	0.0652108594159165
668	Pt06 Post-Tx-offIS-24M	Ph	C.coyleae	0.212140194621875
669	Pt06 Post-Tx-offIS-24M	Ph	C.minutissimum_A	0.0889946810231372
670	Pt06 Post-Tx-offIS-24M	Ph	C.riegelii	0.281537771976269
671	Pt06 Post-Tx-offIS-24M	Ph	C.sp900539985	0.0707246326871503
672	Pt06 Post-Tx-offIS-24M	Ph	C.sp943913645	0.0540615459175715
673	Pt06 Post-Tx-offIS-24M	Ph	C.tuberculostearicum	0.0629492600573366
674	Pt06 Post-Tx-offIS-24M	Ph	C.tuberculostearicum_D	0.0610813240412238
675	Pt06 Post-Tx-offIS-24M	Ra	C.kefirresidentii	1
676	Pt06 Post-Tx-offIS-24M	Vf	C.kefirresidentii	1
677	Pt06 Pre-Tx	Ic	C.kefirresidentii	1
678	Pt16 Post-Tx-offIS-12M	Hp	C.otitidis	1
679	Pt16 Post-Tx-offIS-12M	Ic	C.massiliense	0.636585176913003
680	Pt16 Post-Tx-offIS-12M	Ic	C.otitidis	0.164600504042319
681	Pt16 Post-Tx-offIS-12M	Ic	C.sanguinis	0.198814319044678
682	Pt16 Post-Tx-offIS-12M	Mb	C.otitidis	1
683	Pt16 Post-Tx-offIS-12M	Pc	C.otitidis	1
684	Pt16 Post-Tx-offIS-12M	Vf	C.otitidis	1
685	Pt16 Post-Tx-onIS-6M	Mb	C.otitidis	1
686	Pt16 Post-Tx-onIS-6M	Ra	C.otitidis	1
687	Pt16 Pre-Tx	Ic	C.massiliense	1
688	Pt15 Post-Tx-offIS-12M	Ac	C.aurimucosum_E	0.117144434197913
689	Pt15 Post-Tx-offIS-12M	Ac	C.kefirresidentii	0.0746731643059675
690	Pt15 Post-Tx-offIS-12M	Ac	C.simulans	0.276067572245829
691	Pt15 Post-Tx-offIS-12M	Ac	C.sp022288805	0.0784165940859039
692	Pt15 Post-Tx-offIS-12M	Ac	C.sp900539985	0.101246052820547
693	Pt15 Post-Tx-offIS-12M	Ac	C.tuberculostearicum	0.238284772917093
694	Pt15 Post-Tx-offIS-12M	Ac	C.tuberculostearicum_D	0.114167409426746
695	Pt15 Post-Tx-offIS-12M	Hp	C.amycolatum_A	0.0155066127344468
696	Pt15 Post-Tx-offIS-12M	Hp	C.aurimucosum_E	0.0945828797798399
697	Pt15 Post-Tx-offIS-12M	Hp	C.kefirresidentii	0.0302014875751569
698	Pt15 Post-Tx-offIS-12M	Hp	C.simulans	0.388164050522481
699	Pt15 Post-Tx-offIS-12M	Hp	C.sp017942225	0.021157781981627
700	Pt15 Post-Tx-offIS-12M	Hp	C.sp022288805	0.0321367329609183
701	Pt15 Post-Tx-offIS-12M	Hp	C.sp900539985	0.0822262845567484
702	Pt15 Post-Tx-offIS-12M	Hp	C.sp943912665	0.0277037782657904
703	Pt15 Post-Tx-offIS-12M	Hp	C.tuberculostearicum	0.211511827258386
704	Pt15 Post-Tx-offIS-12M	Hp	C.tuberculostearicum_D	0.0968085643646052
705	Pt15 Post-Tx-offIS-12M	Ic	C.amycolatum_A	0.0147491293588693
706	Pt15 Post-Tx-offIS-12M	Ic	C.aurimucosum_E	0.0830895217446457
707	Pt15 Post-Tx-offIS-12M	Ic	C.kefirresidentii	0.0690177579295706
708	Pt15 Post-Tx-offIS-12M	Ic	C.simulans	0.419987917849712
709	Pt15 Post-Tx-offIS-12M	Ic	C.sp017942225	0.00895696198090216
710	Pt15 Post-Tx-offIS-12M	Ic	C.sp022288805	0.0285963082721772
711	Pt15 Post-Tx-offIS-12M	Ic	C.sp900539985	0.0740970748534264
712	Pt15 Post-Tx-offIS-12M	Ic	C.sp943912665	0.0205622187227097
713	Pt15 Post-Tx-offIS-12M	Ic	C.sp943914015	0.00666567974210422
714	Pt15 Post-Tx-offIS-12M	Ic	C.tuberculostearicum	0.189249964613901
715	Pt15 Post-Tx-offIS-12M	Ic	C.tuberculostearicum_D	0.0850274649319814
716	Pt15 Post-Tx-offIS-12M	Mb	C.aurimucosum_E	0.121860317651594
717	Pt15 Post-Tx-offIS-12M	Mb	C.simulans	0.480279128030484
718	Pt15 Post-Tx-offIS-12M	Mb	C.tuberculostearicum	0.272336914271424
719	Pt15 Post-Tx-offIS-12M	Mb	C.tuberculostearicum_D	0.125523640046498
720	Pt15 Post-Tx-offIS-12M	Pc	C.aurimucosum_E	0.119676251140429
721	Pt15 Post-Tx-offIS-12M	Pc	C.simulans	0.372057167626411
722	Pt15 Post-Tx-offIS-12M	Pc	C.sp900539985	0.110502473593201
723	Pt15 Post-Tx-offIS-12M	Pc	C.tuberculostearicum	0.273234594442628
724	Pt15 Post-Tx-offIS-12M	Pc	C.tuberculostearicum_D	0.124529513197331
725	Pt15 Post-Tx-offIS-12M	Ph	C.aurimucosum_E	0.120347432412327
726	Pt15 Post-Tx-offIS-12M	Ph	C.simulans	0.116729193459312
727	Pt15 Post-Tx-offIS-12M	Ph	C.sp900539985	0.132621736733354
728	Pt15 Post-Tx-offIS-12M	Ph	C.tuberculostearicum	0.220327350780653
729	Pt15 Post-Tx-offIS-12M	Ph	C.tuberculostearicum_D	0.409974286614354
730	Pt15 Post-Tx-offIS-12M	Ra	C.simulans	0.645805652409876
731	Pt15 Post-Tx-offIS-12M	Ra	C.tuberculostearicum	0.354194347590124
732	Pt15 Post-Tx-offIS-12M	Vf	C.afermentans	0.0197047226471883
